Name,ID,Resid,int IParticleId,Headresid,palette,nLevel,type,camp,exp,expcoefficient,prizeholdstrategy,Speed_B,attackspeed,hp,mp,Close_A,Powder_A,Magic_A,Builder_A,Close_D,Powder_D,Magic_D,Builder_D_B,Base_D,Ω¸’Ω±©ª˜¬ ,ª“©±©ª˜¬ ,ƒß∑®±©ª˜¬ ,π•≥«±©ª˜¬ ,Ω¸’Ω±©ª˜µ»º∂,ª“©±©ª˜µ»º∂,ƒß∑®±©ª˜µ»º∂,π•≥«±©ª˜µ»º∂,Dead_Def,±©ª˜…À∫¶º”≥…¬ ,hit,dodge,Aiid,nBeAttackRadius ,nWinPoint,nWinMorale,nWinMoney,nGetExploit,EXPLOIT,nGetMoney,CanTalk,nCanntDie,lTalkResId,lBuildRadius,int nBornMsgType;,int nDieMsgType;,isBOSS,nNoOccupant,nUpShowResID,FissionMonster,int nShowName,ShowLevel,nOpenSoundID,nCloseSoundID,CanntSelected
,802026,,,444,,26,4,2,,,5,400,1000,3233,,205,,,,0,,,,45,,,,,,,,,118,,1000,,,0,,,,66,198,,,,,,,,,,,,1,1,,,
,802027,,,444,,27,4,2,,,5,400,1000,3304,,215,,,,0,,,,56,,,,,,,,,118,,1000,,,0,,,,71,212,,,,,,,,,,,,1,1,,,
µØ…‡ƒ‡∞Õπ÷,802028,12139,,444,,28,4,2,,,5,400,1000,3376,,226,,,,0,,,,64,,,,,,,,,118,,1000,,2313,0,,,,75,225,,,,,,,,,,,,1,1,,,
,802029,,,444,,29,4,2,,,5,400,1000,3447,,237,,,,0,,,,73,,,,,,,,,128,,1000,,,0,,,,80,238,,,,,,,,,,,,1,1,,,
,802030,,,444,,30,4,2,,,5,400,1000,3556,,249,,,,0,,,,84,,,,,,,,,128,,1000,,,0,,,,84,251,,,,,,,,,,,,1,1,,,
˜˙ Û–ﬁ¿Ìπ§,802031,29130,,444,,31,4,2,,,5,400,1000,3690,,261,,,,0,,,,95,,,,,,,,,154,,1000,,2307,0,,,,96,288,,,,,,,,,,,,1,1,,,
–‹ ﬁ,802032,21405,,444,,32,4,2,,,5,400,1000,3800,,275,,,,0,,,,105,,,,,,,,,174,,1000,,2307,0,,,,101,303,,,,,,,,,,,,1,1,,,
≤–±©ª®Œ≤ ﬁ,802033,28702,,444,,33,4,2,,,5,400,1000,3920,,286,,,,0,,,,115,,,,,,,,,174,,1000,,2313,0,,,,106,317,,,,,,,,,,,,1,1,,,
≤›‘≠æﬁÚ·ÚÊ,802034,17541,,444,,34,4,2,,,5,400,1000,4050,,297,,,,0,,,,125,,,,,,,,,174,,1000,,2307,0,,,,111,332,,,,,,,,,,,,1,1,,,
≥§…‡ª®ºπ ﬁÕ∑ƒø,802035,12107,,444,,35,4,2,,,5,400,1000,4200,,374,,,,0,,,,162,,,,,,,,,174,,1000,,2307,0,,47,,116,346,,,,,,,,,,,,1,1,,,
≤›‘≠æﬁÚ·,802036,28719,,444,,36,4,2,,,5,400,1000,4320,,388,,,,0,,,,174,,,,,,,,,184,,1000,,2307,0,,50,,141,422,,,,,,,,,,,,1,1,,,
ªÍ ﬁ,802037,12115,,444,,37,4,2,,,5,400,1000,4480,,402,,,,0,,,,188,,,,,,,,,184,,1000,,2147,0,,,,147,441,,,,,,,,,,,,1,1,,,
ªÍ ﬁ,802038,12115,,444,,38,4,2,,,5,400,1000,4620,,415,,,,0,,,,202,,,,,,,,,184,,1000,,2147,0,,,,154,461,,,,,,,,,,,,1,1,,,
ªÍ ﬁ,802039,12115,,444,,39,4,2,,,5,400,1000,4780,,430,,,,0,,,,215,,,,,,,,,184,,1000,,2147,0,,,,160,480,,,,,,,,,,,,1,1,,,
,802040,,,444,,40,4,2,,,5,400,1000,4900,,444,,,,0,,,,234,,,,,,,,,184,,1000,,,0,,,,167,500,,,,,,,,,,,,1,1,,,
√Œª√¡¶ ø,802041,10930,,444,,41,4,2,,,5,400,1000,5134,,458,,,,55,,,,246,,,,,,,,,184,,1000,,2284,0,,,,186,558,,,,,,,,,,,,1,1,,,
±©¿◊…¡µÁ ﬁ,802042,16652,,444,,42,4,2,,,5,400,1000,5421,,472,,,,56,,,,258,,,,,,,,,184,,1000,,2314,0,,,,194,582,,,,,,,,,,,,1,1,,,
±©¿◊…¡µÁ ﬁ,802043,16652,,444,,43,4,2,,,5,400,1000,5735,,482,,,,57,,,,271,,,,,,,,,184,,1000,,2314,0,,,,202,605,,,,,,,,,,,,1,1,,,
»®ÃÏ π,802044,30431,,444,,44,4,2,,,5,400,1000,6075,,494,,,,59,,,,284,,,,,,,,,184,,1000,,2284,0,,,,210,628,,,,,,,,,,,,1,1,,,
Ú˘Úƒß∏÷≤Ê±¯,802045,2700,,444,,45,4,2,,,5,400,1000,6450,,510,,,,62,,,,299,,,,,,,,,184,,1000,,2296,0,,,,234,702,,,,,,,,,,,,1,1,,,
,802046,,,444,,46,4,2,,,5,400,1000,6850,,523,,,,65,,,,313,,,,,,,,,184,,1000,,,0,,,,243,727,,,,,,,,,,,,1,1,,,
,802047,,,444,,47,4,2,,,5,400,1000,7312,,540,,,,69,,,,330,,,,,,,,,184,,1000,,,0,,,,251,752,,,,,,,,,,,,1,1,,,
,802048,,,444,,48,4,2,,,5,400,1000,7666,,554,,,,76,,,,343,,,,,,,,,184,,1000,,,0,,,,259,777,,,,,,,,,,,,1,1,,,
,802049,,,444,,49,4,2,,,5,400,1000,8010,,574,,,,83,,,,356,,,,,,,,,184,,1000,,,0,,,,268,803,,,,,,,,,,,,1,1,,,
,802050,,,444,,50,4,2,,,5,400,1000,8351,,588,,,,90,,,,374,,,,,,,,,184,,1000,,,0,,,,276,828,,,,,,,,,,,,1,1,,,
,802051,,,444,,51,4,2,,,5,400,1000,8666,,602,,,,95,,,,388,,,,,,,,,130,,1000,,,0,,,,296,887,,,,,,,,,,,,1,1,,,
—“ƒßæﬁ¥∏’Ω ø,802052,2837,,444,,52,4,2,,,5,400,1000,9001,,626,,,,100,,,,402,,,,,,,,,130,,1000,,2284,0,,,,296,887,,,,,,,,,,,,1,1,,,
»˝“∂≥ÊΩ¯Ω◊˜º˜√π÷,802053,31006,,444,,53,4,2,,,5,400,1000,9405,,649,,,,101,,,,415,,,,,,,,,130,,1000,,2296,0,,,,296,887,,,,,,,,,,,,1,1,,,
±˘—© ﬁ,802054,30955,,444,,54,4,2,,,5,400,1000,9812,,676,,,,101,,,,430,,,,,,,,,141,,1000,,2314,0,,,,296,887,,,,,,,,,,,,1,1,,,
,802055,,,444,,55,4,2,,,5,400,1000,10299,,700,,,,102,,,,444,,,,,,,,,141,,1000,,,0,,,,316,946,,,,,,,,,,,,1,1,,,
,802056,,,444,,56,4,2,,,5,400,1000,15472,,518,,,,,,,,,,,,,,,,,169,,1000,,2149,0,,,,338,1014,,,,,,,,,,,,1,1,,,
,802057,,,444,,57,4,2,,,5,400,1000,15776,,526,,,,,,,,,,,,,,,,,190,,1000,,2149,0,,,,349,1045,,,,,,,,,,,,1,1,,,
,802058,,,444,,58,4,2,,,5,400,1000,16080,,535,,,,,,,,,,,,,,,,,190,,1000,,2149,0,,,,359,1076,,,,,,,,,,,,1,1,,,
,802059,,,444,,59,4,2,,,5,400,1000,16400,,543,,,,,,,,,,,,,,,,,190,,1000,,2149,0,,,,369,1106,,,,,,,,,,,,1,1,,,
,802060,,,444,,60,4,2,,,5,400,1000,16704,,552,,,,,,,,,,,,,,,,,190,,1000,,2149,0,,,,403,1208,,,,,,,,,,,,1,1,,,
,802061,,,444,,61,4,2,,,5,400,1000,18088,,551,,,,,,,,,,,,,,,,,200,,1000,,2149,0,,,,414,1241,,,,,,,,,,,,1,1,,,
,802062,,,444,,62,4,2,,,5,400,1000,18683,,568,,,,,,,,,,,,,,,,,200,,1000,,2149,0,,,,425,1273,,,,,,,,,,,,1,1,,,
,802063,,,444,,63,4,2,,,5,400,1000,19261,,585,,,,,,,,,,,,,,,,,200,,1000,,2149,0,,,,436,1306,,,,,,,,,,,,1,1,,,
,802064,,,444,,64,4,2,,,5,400,1000,19856,,603,,,,,,,,,,,,,,,,,200,,1000,,2149,0,,,,447,1339,,,,,,,,,,,,1,1,,,
,802065,,,444,,65,4,2,,,5,400,1000,20434,,620,,,,,,,,,,,,,,,,,200,,1000,,2149,0,,,,457,1371,,,,,,,,,,,,1,1,,,
,802066,,,444,,66,4,2,,,5,400,1000,22266,,637,,,,,,,,,,,,,,,,,148,,1000,,2149,0,,,,0,0,,,,,,,,,,,,1,1,,,
,802067,,,444,,67,4,2,,,5,400,1000,22878,,654,,,,,,,,,,,,,,,,,148,,1000,,2149,0,,,,0,0,,,,,,,,,,,,1,1,,,
,802068,,,444,,68,4,2,,,5,400,1000,23508,,672,,,,,,,,,,,,,,,,,148,,1000,,2149,0,,,,0,0,,,,,,,,,,,,1,1,,,
,802069,,,444,,69,4,2,,,5,400,1000,24120,,689,,,,,,,,,,,,,,,,,161,,1000,,2149,0,,,,0,0,,,,,,,,,,,,1,1,,,
,802070,,,444,,70,4,2,,,5,400,1000,24750,,706,,,,,,,,,,,,,,,,,161,,1000,,2149,0,,,,0,0,,,,,,,,,,,,1,1,,,
,802071,,,444,,71,4,2,,,5,400,1000,26771,,724,,,,,,,,,,,,,,,,,194,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,802072,,,444,,72,4,2,,,5,400,1000,27417,,741,,,,,,,,,,,,,,,,,219,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,802073,,,444,,73,4,2,,,5,400,1000,28082,,758,,,,,,,,,,,,,,,,,219,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,802074,,,444,,74,4,2,,,5,400,1000,28728,,776,,,,,,,,,,,,,,,,,219,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,802075,,,444,,75,4,2,,,5,400,1000,29393,,793,,,,,,,,,,,,,,,,,219,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,802076,,,444,,76,4,2,,,5,400,1000,31620,,807,,,,,,,,,,,,,,,,,232,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,802077,,,444,,77,4,2,,,5,400,1000,33440,,842,,,,,,,,,,,,,,,,,232,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,802078,,,444,,78,4,2,,,5,400,1000,35220,,877,,,,,,,,,,,,,,,,,232,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,802079,,,444,,79,4,2,,,5,400,1000,37020,,912,,,,,,,,,,,,,,,,,232,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,802080,,,444,,80,4,2,,,5,400,1000,38840,,948,,,,,,,,,,,,,,,,,232,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,802081,,,444,,81,4,2,,,5,400,1000,42651,,983,,,,,,,,,,,,,,,,,178,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,802082,,,444,,82,4,2,,,5,400,1000,44562,,1018,,,,,,,,,,,,,,,,,178,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,802083,,,444,,83,4,2,,,5,400,1000,46431,,1053,,,,,,,,,,,,,,,,,178,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,802084,,,444,,84,4,2,,,5,400,1000,48321,,1089,,,,,,,,,,,,,,,,,192,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,802085,,,444,,85,4,2,,,5,400,1000,50211,,1123,,,,,,,,,,,,,,,,,272,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,803001,,,444,,1,5,2,,,5,360,1200,200,,1,,,,0,,,,0,,,,,,,,,70,,1000,,,0,,,,1,3,,,,,,,,,,,,1,1,,,
,803002,,,444,,2,5,2,,,5,360,1200,321,,2,,,,0,,,,0,,,,,,,,,70,,1000,,,0,,,,2,6,,,,,,,,,,,,1,1,,,
µ˚æ´¡È,803003,16543,,444,,3,5,2,,,5,360,1200,442,,4,,,,0,,,,0,,,,,,,,,70,,1000,,2145,0,,,,3,9,,,,,,,,,,,,1,1,,,
,803004,,,444,,4,5,2,,,5,360,1200,563,,6,,,,0,,,,0,,,,,,,,,97,,1000,,,0,,,,4,12,,,,,,,,,,,,1,1,,,
µ˚æ´¡È,803005,16543,,444,,5,5,2,,,5,360,1200,684,,9,,,,0,,,,0,,,,,,,,,97,,1000,,2145,0,,,,5,15,,,,,,,,,,,,1,1,,,
,803006,,,444,,6,5,2,,,5,360,1200,805,,14,,,,0,,,,0,,,,,,,,,150,,1000,,,0,,,,6,18,,,,,,,,,,,,1,1,,,
”Œµ¥µƒÃÏª,803007,3175,,444,,7,5,2,,,5,360,1200,926,,18,,,,0,,,,0,,,,,,,,,150,,1000,,2145,0,,,,7,21,,,,,,,,,,,,1,1,,,
µ˚æ´¡È,803008,16543,,444,,8,5,2,,,5,360,1200,1047,,23,,,,0,,,,0,,,,,,,,,150,,1000,,2145,0,,,,8,24,,,,,,,,,,,,1,1,,,
”Œµ¥µƒÃÏª,803009,3175,,444,,9,5,2,,,5,360,1200,1168,,29,,,,0,,,,0,,,,,,,,,150,,1000,,2145,0,,,,9,27,,,,,,,,,,,,1,1,,,
,803010,,,444,,10,5,2,,,5,360,1200,1289,,36,,,,0,,,,0,,,,,,,,,176,,1000,,,0,,,,10,30,,,,,,,,,,,,1,1,,,
,803011,,,444,,11,4,2,,,5,400,1200,1410,,45,,,,0,,,,0,,,,,,,,,110,,1000,,,0,,,,12,36,,,,,,,,,,,,1,1,,,
,803012,,,444,,12,4,2,,,5,400,1200,1531,,56,,,,0,,,,0,,,,,,,,,110,,1000,,,0,,,,14,42,,,,,,,,,,,,1,1,,,
,803013,,,444,,13,4,2,,,5,400,1200,1652,,64,,,,0,,,,0,,,,,,,,,110,,1000,,,0,,,,16,48,,,,,,,,,,,,1,1,,,
,803014,,,444,,14,4,2,,,5,400,1200,1773,,73,,,,0,,,,0,,,,,,,,,120,,1000,,,0,,,,18,54,,,,,,,,,,,,1,1,,,
,803015,,,444,,15,4,2,,,5,400,1200,1894,,84,,,,0,,,,0,,,,,,,,,120,,1000,,,0,,,,20,60,,,,,,,,,,,,1,1,,,
,803016,,,444,,16,4,2,,,5,400,1200,2015,,95,,,,0,,,,5,,,,,,,,,147,,1000,,,0,,,,22,66,,,,,,,,,,,,1,1,,,
,803017,,,444,,17,4,2,,,5,400,1200,2136,,105,,,,0,,,,6,,,,,,,,,167,,1000,,,0,,,,24,72,,,,,,,,,,,,1,1,,,
,803018,,,444,,18,4,2,,,5,400,1200,2257,,115,,,,0,,,,7,,,,,,,,,167,,1000,,,0,,,,26,78,,,,,,,,,,,,1,1,,,
,803019,,,444,,19,4,2,,,5,400,1200,2378,,125,,,,0,,,,10,,,,,,,,,167,,1000,,,0,,,,28,84,,,,,,,,,,,,1,1,,,
,803020,,,444,,20,4,2,,,5,400,1200,2499,,135,,,,0,,,,15,,,,,,,,,167,,1000,,,0,,,,30,90,,,,,,,,,,,,1,1,,,
”ƒ∞µª®∞˙ ﬁ,803021,29118,,444,,21,4,2,,,5,400,1200,2620,,145,,,,0,,,,17,,,,,,,,,177,,1000,,2306,0,,,,33,99,,,,,,,,,,,,1,1,,,
,803022,,,444,,22,4,2,,,5,400,1200,2741,,157,,,,0,,,,21,,,,,,,,,177,,1000,,,0,,,,36,108,,,,,,,,,,,,1,1,,,
øÛæÆµÿæ´,803023,16501,,444,,23,4,2,,,5,400,1200,2862,,168,,,,0,,,,23,,,,,,,,,177,,1000,,2276,0,,,,39,117,,,,,,,,,,,,1,1,,,
øÛæÆ˜˙ Û,803024,3199,,444,,24,4,2,,,5,400,1200,2983,,179,,,,0,,,,30,,,,,,,,,177,,1000,,2306,0,,,,42,126,,,,,,,,,,,,1,1,,,
øÛæÆ”ƒ¡È,803025,30931,,444,,25,4,2,,,5,400,1200,3100,,195,,,,0,,,,39,,,,,,,,,177,,1000,,2282,0,,,,45,135,,,,,,,,,,,,1,1,,,
,803026,,,444,,26,4,2,,,5,400,1200,3233,,205,,,,0,,,,45,,,,,,,,,118,,1000,,,0,,,,66,198,,,,,,,,,,,,1,1,,,
,803027,,,444,,27,4,2,,,5,400,1200,3304,,215,,,,0,,,,56,,,,,,,,,118,,1000,,,0,,,,71,212,,,,,,,,,,,,1,1,,,
,803028,,,444,,28,4,2,,,5,400,1200,3376,,226,,,,0,,,,64,,,,,,,,,118,,1000,,,0,,,,75,225,,,,,,,,,,,,1,1,,,
,803029,,,444,,29,4,2,,,5,400,1200,3447,,237,,,,0,,,,73,,,,,,,,,128,,1000,,,0,,,,80,238,,,,,,,,,,,,1,1,,,
,803030,,,444,,30,4,2,,,5,400,1200,3556,,249,,,,0,,,,84,,,,,,,,,128,,1000,,,0,,,,84,251,,,,,,,,,,,,1,1,,,
…ﬂ≈ÆŒ‰ ø,803031,12153,,444,,31,4,2,,,5,400,1200,3690,,261,,,,0,,,,95,,,,,,,,,154,,1000,,2313,0,,,,96,288,,,,,,,,,,,,1,1,,,
µ¡‘ÙÕ≈«øµ¡,803032,11168,,444,,32,4,2,,,5,400,1200,3800,,275,,,,0,,,,105,,,,,,,,,174,,1000,,2147,0,,,,101,303,,,,,,,,,,,,1,1,,,
≤›‘≠æﬁ¥∏Ú·ÚÊ,803033,17541,,444,,33,4,2,,,5,400,1200,3920,,286,,,,0,,,,115,,,,,,,,,174,,1000,,2307,0,,,,106,317,,,,,,,,,,,,1,1,,,
µ¡‘ÙÕ≈«øµ¡,803034,11168,,444,,34,4,2,,,5,400,1200,4050,,297,,,,0,,,,125,,,,,,,,,174,,1000,,2147,0,,,,111,332,,,,,,,,,,,,1,1,,,
’”‘Ûæﬁ¥∏Ú·ÚÊ,803035,2694,,444,,35,4,2,,,5,400,1200,4200,,374,,,,0,,,,162,,,,,,,,,174,,1000,,2307,0,,,,116,346,,,,,,,,,,,,1,1,,,
Ω£ • πÕΩ,803036,29212,,444,,36,4,2,,,5,400,1200,4320,,388,,,,0,,,,174,,,,,,,,,184,,1000,,2295,0,,50,,141,422,,,,,,,,,,,,1,1,,,
ƒ¢πΩŒ‰ ø,803037,2709,,444,,37,4,2,,,5,400,1200,4480,,402,,,,0,,,,188,,,,,,,,,184,,1000,,2277,0,,,,147,441,,,,,,,,,,,,1,1,,,
,803038,,,444,,38,4,2,,,5,400,1200,4620,,415,,,,0,,,,202,,,,,,,,,184,,1000,,,0,,,,154,461,,,,,,,,,,,,1,1,,,
,803039,,,444,,39,4,2,,,5,400,1200,4780,,430,,,,0,,,,215,,,,,,,,,184,,1000,,,0,,,,160,480,,,,,,,,,,,,1,1,,,
,803040,,,444,,40,4,2,,,5,400,1200,4900,,444,,,,0,,,,234,,,,,,,,,184,,1000,,,0,,,,167,500,,,,,,,,,,,,1,1,,,
,803041,,,444,,41,4,2,,,5,400,1200,5134,,458,,,,55,,,,246,,,,,,,,,184,,1000,,,0,,,,186,558,,,,,,,,,,,,1,1,,,
»˝“∂≥Ê˜º˜√ƒß ◊¡Ï,803042,31009,,444,,42,4,2,,,5,400,1200,5421,,472,,,,56,,,,258,,,,,,,,,184,,1000,,2296,0,,,,194,582,,,,,,,,,,,,1,1,,,
»˝“∂≥Ê˜º˜√ƒß ◊¡Ï,803043,31009,,444,,43,4,2,,,5,400,1200,5735,,482,,,,57,,,,271,,,,,,,,,184,,1000,,2296,0,,,,202,605,,,,,,,,,,,,1,1,,,
≥‡—◊œ∫π÷,803044,7386,,444,,44,4,2,,,5,400,1200,6075,,494,,,,59,,,,284,,,,,,,,,184,,1000,,2296,0,,,,210,628,,,,,,,,,,,,1,1,,,
≥‡—◊œ∫π÷,803045,7386,,444,,45,4,2,,,5,400,1200,6450,,510,,,,62,,,,299,,,,,,,,,184,,1000,,2296,0,,,,234,702,,,,,,,,,,,,1,1,,,
¬Ãƒß¥ÃøÕ,803046,29738,,444,,46,4,2,,,5,400,1200,6850,,523,,,,65,,,,313,,,,,,,,,184,,1000,,2284,0,,,,243,727,,,,,,,,,,,,1,1,,,
Ú˘Úƒß∏÷≤Ê±¯,803047,2700,,444,,47,4,2,,,5,400,1200,7312,,540,,,,69,,,,330,,,,,,,,,184,,1000,,2296,0,,,,251,752,,,,,,,,,,,,1,1,,,
,803048,,,444,,48,4,2,,,5,400,1200,7666,,554,,,,76,,,,343,,,,,,,,,184,,1000,,,0,,,,259,777,,,,,,,,,,,,1,1,,,
¬Ãƒß¥ÃøÕ,803049,29738,,444,,49,4,2,,,5,400,1200,8010,,574,,,,83,,,,356,,,,,,,,,184,,1000,,2284,0,,,,268,803,,,,,,,,,,,,1,1,,,
¬Ãƒß¥ÃøÕ,803050,29738,,444,,50,4,2,,,5,400,1200,8351,,588,,,,90,,,,374,,,,,,,,,184,,1000,,2284,0,,,,276,828,,,,,,,,,,,,1,1,,,
ƒæƒÀ“¡’ΩΩ´,803051,30949,,444,,51,4,2,,,5,400,1200,8666,,602,,,,95,,,,388,,,,,,,,,130,,1000,,2308,0,,,,296,887,,,,,,,,,,,,1,1,,,
»Ÿ“´Ω£ ø,803052,29274,,444,,52,4,2,,,5,400,1200,9001,,626,,,,100,,,,402,,,,,,,,,130,,1000,,2296,0,,,,296,887,,,,,,,,,,,,1,1,,,
ƒ‹ÃÏ π,803053,30387,,444,,53,4,2,,,5,400,1200,9405,,649,,,,101,,,,415,,,,,,,,,130,,1000,,2296,0,,,,296,887,,,,,,,,,,,,1,1,,,
»˝“∂≥ÊΩ¯Ω◊˜º˜√π÷,803054,31006,,444,,54,4,2,,,5,400,1200,9812,,676,,,,101,,,,430,,,,,,,,,141,,1000,,2296,0,,,,296,887,,,,,,,,,,,,1,1,,,
—“ƒßæﬁ¥∏’Ω ø,803055,2837,,444,,55,4,2,,,5,400,1200,10299,,700,,,,102,,,,444,,,,,,,,,141,,1000,,2284,0,,,,316,946,,,,,,,,,,,,1,1,,,
,803056,,,444,,56,4,2,,,5,400,1200,16762,,460,,,,,,,,,,,,,,,,,169,,1000,,2149,0,,,,338,1014,,,,,,,,,,,,1,1,,,
,803057,,,444,,57,4,2,,,5,400,1200,17088,,468,,,,,,,,,,,,,,,,,190,,1000,,2149,0,,,,349,1045,,,,,,,,,,,,1,1,,,
,803058,,,444,,58,4,2,,,5,400,1200,17434,,475,,,,,,,,,,,,,,,,,190,,1000,,2149,0,,,,359,1076,,,,,,,,,,,,1,1,,,
,803059,,,444,,59,4,2,,,5,400,1200,17760,,483,,,,,,,,,,,,,,,,,190,,1000,,2149,0,,,,369,1106,,,,,,,,,,,,1,1,,,
,803060,,,444,,60,4,2,,,5,400,1200,18106,,491,,,,,,,,,,,,,,,,,190,,1000,,2149,0,,,,403,1208,,,,,,,,,,,,1,1,,,
,803061,,,444,,61,4,2,,,5,400,1200,19604,,489,,,,,,,,,,,,,,,,,200,,1000,,2149,0,,,,414,1241,,,,,,,,,,,,1,1,,,
,803062,,,444,,62,4,2,,,5,400,1200,20257,,505,,,,,,,,,,,,,,,,,200,,1000,,2149,0,,,,425,1273,,,,,,,,,,,,1,1,,,
,803063,,,444,,63,4,2,,,5,400,1200,20890,,520,,,,,,,,,,,,,,,,,200,,1000,,2149,0,,,,436,1306,,,,,,,,,,,,1,1,,,
,803064,,,444,,64,4,2,,,5,400,1200,21522,,536,,,,,,,,,,,,,,,,,200,,1000,,2149,0,,,,447,1339,,,,,,,,,,,,1,1,,,
,803065,,,444,,65,4,2,,,5,400,1200,22154,,551,,,,,,,,,,,,,,,,,200,,1000,,2149,0,,,,457,1371,,,,,,,,,,,,1,1,,,
,803066,,,444,,66,4,2,,,5,400,1200,24127,,566,,,,,,,,,,,,,,,,,148,,1000,,2149,0,,,,0,0,,,,,,,,,,,,1,1,,,
,803067,,,444,,67,4,2,,,5,400,1200,24797,,582,,,,,,,,,,,,,,,,,148,,1000,,2149,0,,,,0,0,,,,,,,,,,,,1,1,,,
,803068,,,444,,68,4,2,,,5,400,1200,25488,,597,,,,,,,,,,,,,,,,,148,,1000,,2149,0,,,,0,0,,,,,,,,,,,,1,1,,,
,803069,,,444,,69,4,2,,,5,400,1200,26158,,613,,,,,,,,,,,,,,,,,161,,1000,,2149,0,,,,0,0,,,,,,,,,,,,1,1,,,
,803070,,,444,,70,4,2,,,5,400,1200,26827,,628,,,,,,,,,,,,,,,,,161,,1000,,2149,0,,,,0,0,,,,,,,,,,,,1,1,,,
,803071,,,444,,71,4,2,,,5,400,1200,29024,,643,,,,,,,,,,,,,,,,,194,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,803072,,,444,,72,4,2,,,5,400,1200,29731,,659,,,,,,,,,,,,,,,,,219,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,803073,,,444,,73,4,2,,,5,400,1200,30438,,674,,,,,,,,,,,,,,,,,219,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,803074,,,444,,74,4,2,,,5,400,1200,31168,,689,,,,,,,,,,,,,,,,,219,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,803075,,,444,,75,4,2,,,5,400,1200,31852,,705,,,,,,,,,,,,,,,,,219,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,803076,,,444,,76,4,2,,,5,400,1200,34296,,717,,,,,,,,,,,,,,,,,232,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,803077,,,444,,77,4,2,,,5,400,1200,36240,,748,,,,,,,,,,,,,,,,,232,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,803078,,,444,,78,4,2,,,5,400,1200,38184,,780,,,,,,,,,,,,,,,,,232,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,803079,,,444,,79,4,2,,,5,400,1200,40128,,811,,,,,,,,,,,,,,,,,232,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,803080,,,444,,80,4,2,,,5,400,1200,42072,,842,,,,,,,,,,,,,,,,,232,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,803081,,,444,,81,4,2,,,5,400,1200,46217,,874,,,,,,,,,,,,,,,,,178,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,803082,,,444,,82,4,2,,,5,400,1200,48283,,905,,,,,,,,,,,,,,,,,178,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,803083,,,444,,83,4,2,,,5,400,1200,50324,,936,,,,,,,,,,,,,,,,,178,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,803084,,,444,,84,4,2,,,5,400,1200,52391,,968,,,,,,,,,,,,,,,,,192,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,803085,,,444,,85,4,2,,,5,400,1200,54432,,998,,,,,,,,,,,,,,,,,272,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,804001,,,444,,1,5,2,,,5,360,1000,200,,1,,,,0,,,,0,,,,,,,,,70,,1000,,,0,,,,1,3,,,,,,,,,,,,1,1,,,
,804002,,,444,,2,5,2,,,5,360,1000,321,,2,,,,0,,,,0,,,,,,,,,70,,1000,,,0,,,,2,6,,,,,,,,,,,,1,1,,,
,804003,,,444,,3,5,2,,,5,360,1000,442,,4,,,,0,,,,0,,,,,,,,,70,,1000,,,0,,,,3,9,,,,,,,,,,,,1,1,,,
,804004,,,444,,4,5,2,,,5,360,1000,563,,6,,,,0,,,,0,,,,,,,,,97,,1000,,,0,,,,4,12,,,,,,,,,,,,1,1,,,
,804005,,,444,,5,5,2,,,5,360,1000,684,,9,,,,0,,,,0,,,,,,,,,97,,1000,,,0,,,,5,15,,,,,,,,,,,,1,1,,,
