物品ID,名字,描述,物品详细描述(127汉字),物品类型描述,物品栏图片,地上图片,缩小图片,等级,物品分类,物品子类,lBourseClass,生物最多拥有个数,需求等级,需求状态,死亡掉落几率,获取绑定,装备绑定,销毁标志,出售标志,买入价格,水晶币买入,买入士气,点卷购买,卖出价格,卖出士气,叠放数量,使用消失,流通次数,物品转移记录,存在时间的类型,存在时间,切地图消失,物品冷却ID,物品排序,lUseType_LUA,szGoods_LUA[64],死亡销毁,下线掉落,切换地图掉落,能否放仓库,交易所分类查询,BcmPickupMessage,long lDropCallLua,long lBaseParam_1,long lBaseParam_2,long lBaseParam_3,作用ID1,背包续时油需求个数,装备降级类型
501,小果冻,每3秒回复30点活力值，持续21秒。,★  [a]用途：[/]持续21秒，[255:0:255]+30活力值/3秒[/]#★  [a]获取：[/]各种浮空岛、怪兽进化活动获得,食物,104238,104238,104238,2,2,1,6000,0,,0,0,,,,,18,18,0,,,,1000,1,-1,1,,-1,,501,,,,,,,,0,,,,,,501,,
502,中果冻,每3秒回复50点活力值，持续21秒。,★  [a]用途：[/]持续21秒，[255:0:255]+50活力值/3秒[/],食物,104236,104236,104236,2,2,1,0,0,,0,0,,,,,30,30,0,,,,1000,1,-1,0,,-1,,502,,,,,,,,0,,,,,,502,,
503,大果冻,每3秒回复80点活力值，持续21秒。,★  [a]用途：[/]持续21秒，[255:0:255]+80活力值/3秒[/],食物,104237,104237,104237,3,2,1,0,0,,0,0,,,,,48,48,0,,,,1000,1,-1,0,,-1,,503,,,,,,,,0,,,,,,503,,
504,甜果冻,每3秒回复110点活力值，持续21秒。,★  [a]用途：[/]持续21秒，[255:0:255]+110活力值/3秒[/],食物,104245,104245,104245,4,2,1,0,0,,0,0,,,,,66,66,0,,,,1000,1,-1,0,,-1,,504,,,,,,,,0,,,,,,504,,
505,水果果冻,每3秒回复150点活力值，持续21秒。,★  [a]用途：[/]持续21秒，[255:0:255]+150活力值/3秒[/],食物,104239,104239,104239,5,2,1,6000,0,,0,0,,,,,90,90,0,,,,1000,1,-1,0,,-1,,505,,,,,,,,0,,,,,,505,,
545,QQ黄钻特权光环,特殊道具,★  [a]用途：[/]右键使用后附身光环特效#★  [a]说明：[/]持续时间20天,特殊道具,104717,104717,104717,2,2,1,0,0,,0,0,1,,,,18,18,0,,,,1,1,-1,0,,-1,,0,,,,,,,,0,,,,,,545,,
546,QQ蓝钻特权光环,特殊道具,★  [a]用途：[/]右键使用后附身光环特效#★  [a]说明：[/]持续时间20天,特殊道具,104720,104720,104720,2,2,1,0,0,,0,0,1,,,,18,18,0,,,,1,1,-1,0,,-1,,0,,,,,,,,0,,,,,,546,,
547,QQ网吧特权光环,特殊道具,★  [a]用途：[/]右键使用后附身光环特效#★  [a]说明：[/]持续时间20天,特殊道具,104718,104718,104718,2,2,1,0,0,,0,0,1,,,,18,18,0,,,,1,1,-1,0,,-1,,0,,,,,,,,0,,,,,,547,,
548,QQ会员特权光环,特殊道具,★  [a]用途：[/]右键使用后附身光环特效#★  [a]说明：[/]持续时间20天,特殊道具,104716,104716,104716,2,2,1,0,0,,0,0,1,,,,18,18,0,,,,1,1,-1,0,,-1,,0,,,,,,,,0,,,,,,548,,
549,QQ红钻特权光环,特殊道具,★  [a]用途：[/]右键使用后附身光环特效#★  [a]说明：[/]持续时间20天,特殊道具,104719,104719,104719,2,2,1,0,0,,0,0,1,,,,18,18,0,,,,1,1,-1,0,,-1,,0,,,,,,,,0,,,,,,549,,
550,魔晶宝箱钥匙包,右键点击魔晶宝箱钥匙包兑换18个魔晶宝箱钥匙(内含18个),★  右键点击[a]魔晶宝箱钥匙包[/]兑换18个魔晶宝箱钥匙。#★  [a]魔晶宝箱钥匙作用:[/]右键点击[a]升级魔晶宝箱[/]时，会根据魔晶档次消耗钥匙#★  [a]劣质升级魔晶宝箱[/]消耗1把，[a]普通升级魔晶宝箱[/]消耗2把#★  [a]升级魔晶宝箱购买方式：[/]按键盘上的[a]【T】[/]打开交易所，然后点击[a]宝箱/改造材料[/]按钮，接着点击[a]魔晶宝箱[/]一栏，此时你会看到界面右边列出升级魔晶宝箱，购买宝箱后确认背包中有魔晶钥匙，右键点击升级魔晶宝箱就能开启。,特殊道具,57109,57109,57109,2,2,1,0,0,,0,0,,,,,0,0,0,324,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
551,配方钥匙包,右键点击配方钥匙包兑换100个配方钥匙(内含100个),★  [a]用途：[/]右键点击[a]配方钥匙包[/]兑换100个配方钥匙#★  [a]获取：[/]商城出售#★  [a]说明：[/]右键点击[255:0:255]配方宝箱[/]时，会根据宝箱档次来消耗配方钥匙，[255:0:255]三档配方宝箱[/]消耗钥匙3把，[255:0:255]四档配方宝箱[/]消耗钥匙4把，以此类推,特殊道具,57110,57110,57110,2,2,1,0,0,,0,0,,,,,3000,3000,0,30,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
552,重生十字章包,右键点击重生十字章包兑换20个重生十字章(内含20个),★  右键点击[a]重生十字章包[/]兑换20个重生十字章。#★  [a]重生十字章作用：[/][r]重生十字章[/]能让您在浮空岛的战争中复活，而不会离开战争#★  同一战争中[r]死亡次数越多[/]，所需的[r]重生十字章[/]越多#★  可以通过[g]商城[/]购买，允许永久保存。,特殊道具,57111,57111,57111,2,2,1,0,0,,0,0,,,,,0,0,0,400,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
553,聊天石包,右键点击聊天石包兑换12个聊天石(内含12个),★  右键点击[a]聊天石包[/]兑换12个聊天石。#★  [a]聊天石作用：[/]世界聊天、本国聊天、vip频道都要消耗的道具，世界和本国每次发言消耗1个，vip频道每次发言消耗4个。,特殊道具,57112,57112,57112,2,2,1,0,0,,0,0,,,,,0,0,0,600,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
554,英雄转换魔晶包,右键点击英雄转换魔晶包兑换9个英雄转换魔晶(内含9个),★  右键点击[a]英雄转换魔晶包[/]兑换9个英雄转换魔晶。#★  [a]英雄转换魔晶作用：[/]可以随时激活其它英雄，不受激活地点限制。,特殊道具,57113,57113,57113,2,2,1,0,0,,0,0,,,,,0,0,0,300,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
555,跳关符包,右键点击跳关符包兑换23个跳关符(内含23个),★  右键点击[a]跳关符包[/]兑换23个跳关符。#★  [a]跳关符作用：[/]在防守浮空岛30轮之前[y]右键使用[/]，跳到浮空岛内所有玩家中都曾经达到过的轮次（30轮为上限），使用后获得士气（跳的轮数越多，士气越多）,特殊道具,57114,57114,57114,2,2,1,0,0,,0,0,,,,,0,0,0,120,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
556,背包续时油包,右键点击背包续时油包兑换40个背包续时油(内含40个),★  右键点击[a]背包续时油包[/]兑换40个背包续时油。#★  [a]背包续时油作用：[/]右键点击使用，选择需要续时的背包。#★  5—20格之间的背包每次续时[a]消耗背包续时油的数量[/]和背包格数一一对应。[a]例如：14格背包每次续时需要消耗背包续时油14瓶，18格背包每次续时需要消耗背包续时油18瓶。[/]#★  [y]成功续时后，背包使用时间增加30天。[/],特殊道具,57115,57115,57115,2,2,1,0,0,,0,0,,,,,0,0,0,1000,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
557,界石包,右键点击界石包兑换5个界石,★  右键点击[a]界石包[/]兑换5个界石#★  界石功能：[a]右键点击界石传送到记录点[/]，首次使用需要到地图任意地方记录传送点#★  [a]不允许[/]在主城、浮空岛、地下城、城战地图、双子岛记录位置和开启月门#★  每块界石可以传送或开启月门[a]10次[/],特殊道具,57116,57116,57116,2,2,1,0,0,,0,0,,,,,50000,100000,0,500,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
558,奶包,右键点击奶包兑换10个奶(内含10个),★  右键点击[a]奶包[/]兑换10个奶。#★  [a]奶的作用：[/]生活技能[y]烹饪[/][a]宫廷炸糕[/]和[a]青椒炒肉[/]制造时所需材料#★  [a]宫廷炸糕[/]烹饪[r]4级学会[/]#★  [a]青椒炒肉[/]烹饪[r]5级学会[/],特殊道具,57117,57117,57117,2,2,1,0,0,,0,0,,,,,0,0,0,30,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
559,蛋包,右键点击蛋包兑换10个蛋(内含10个),★  右键点击[a]蛋包[/]兑换10个蛋。#★  [a]蛋的作用：[/]生活技能[y]烹饪[/][a]瘦肉汉堡[/]和[a]玫瑰红果酱[/]制造时所需材料#★  [a]瘦肉汉堡[/]烹饪[r]16级学会[/]#★  [a]玫瑰红果酱[/]烹饪[r]21级学会[/],特殊道具,57118,57118,57118,2,2,1,0,0,,0,0,,,,,0,0,0,500,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
560,[特殊]微型能量药水包,右键点击[特殊]微型能量药水包兑换50个[特殊]微型能量药水(内含50个),★  右键点击[a][特殊]微型能量药水包[/]兑换50个[特殊]微型能量药水。#★  [a][特殊]微型能量药水作用:[/][a]瞬间+250能量。[/]#★  [a]冷却时间20秒。[/],特殊道具,57119,57119,57119,2,2,1,0,0,0,0,0,,,,,0,0,0,200,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
561,[特殊]小型能量药水包,右键点击[特殊]小型能量药水包兑换50个[特殊]小型能量药水(内含50个),★  右键点击[a][特殊]小型能量药水包[/]兑换50个[特殊]小型能量药水。#★  [a][特殊]小型能量药水作用：[/][a]瞬间+400能量。[/]#★  [a]冷却时间20秒。[/]#★  [a]需要等级：11级[/],特殊道具,57120,57120,57120,2,2,1,0,0,11,0,0,,,,,0,0,0,300,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
562,[特殊]中小型能量药水包,右键点击[特殊]中小型能量药水包兑换50个[特殊]中小型能量药水(内含50个),★  右键点击[a][特殊]中小型能量药水包[/]兑换50个[特殊]中小型能量药水。#★  [a][特殊]中小型能量药水作用：[/][a]瞬间+600能量。[/]#★  [a]冷却时间20秒。[/]#★  [a]需要等级：26级[/],特殊道具,57121,57121,57121,2,2,1,0,0,26,0,0,,,,,0,0,0,500,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
563,[特殊]中型能量药水包,右键点击[特殊]中型能量药水包兑换50个[特殊]中型能量药水(内含50个),★  右键点击[a][特殊]中型能量药水包[/]兑换50个[特殊]中型能量药水。#★  [a][特殊]中型能量药水作用：[/][a]瞬间+800能量。[/]#★  [a]冷却时间20秒。[/]#★  [a]需要等级：51级[/],特殊道具,57122,57122,57122,2,2,1,0,0,51,0,0,,,,,0,0,0,600,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
564,[特殊]大型能量药水包,右键点击[特殊]大型能量药水包兑换50个[特殊]大型能量药水(内含50个),★  右键点击[a][特殊]大型能量药水包[/]兑换50个[特殊]大型能量药水。#★  [a][特殊]大型能量药水作用：[/][a]瞬间+1000能量。[/]#★  [a]冷却时间20秒。[/]#★  [a]需要等级：66级[/],特殊道具,57123,57123,57123,2,2,1,0,0,66,0,0,,,,,0,0,0,1300,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
565,[特殊]微型生命药水包,右键点击[特殊]微型生命药水包兑换50个[特殊]微型生命药水(内含50个),★  右键点击[a][特殊]微型生命药水包[/]兑换50个[特殊]微型生命药水。#★  [a][特殊]微型生命药水作用：[/][a]瞬间+800生命。[/]#★  [a]冷却时间80秒。[/],特殊道具,57124,57124,57124,2,2,1,0,0,0,0,0,,,,,0,0,0,450,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
566,[特殊]小型生命药水包,右键点击[特殊]小型生命药水包兑换50个[特殊]小型生命药水(内含50个),★  右键点击[a][特殊]小型生命药水包[/]兑换50个[特殊]小型生命药水。#★  [a][特殊]小型生命药水作用：[/][a]瞬间+1200生命。[/]#★  [a]冷却时间80秒。[/],特殊道具,57125,57125,57125,2,2,1,0,0,11,0,0,,,,,0,0,0,650,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
567,[特殊]中小型生命药水包,右键点击[特殊]中小型生命药水包兑换50个[特殊]中小型生命药水(内含50个),★  右键点击[a][特殊]中小型生命药水包[/]兑换50个[特殊]中小型生命药水。#★  [a][特殊]中小型生命药水作用：[/][a]瞬间+2000生命。[/]#★  [a]冷却时间80秒。[/],特殊道具,57126,57126,57126,2,2,1,0,0,26,0,0,,,,,0,0,0,1250,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
568,[特殊]中型生命药水包,右键点击[特殊]中型生命药水包兑换50个[特殊]中型生命药水(内含50个),★  右键点击[a][特殊]中型生命药水包[/]兑换50个[特殊]中型生命药水。#★  [a][特殊]中型生命药水作用：[/][a]瞬间+2500生命。[/]#★  [a]冷却时间80秒。[/],特殊道具,57127,57127,57127,2,2,1,0,0,51,0,0,,,,,0,0,0,1500,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
569,[特殊]大型生命药水包,右键点击[特殊]大型生命药水包兑换50个[特殊]大型生命药水(内含50个),★  右键点击[a][特殊]大型生命药水包[/]兑换50个[特殊]大型生命药水。#★  [a][特殊]大型生命药水作用：[/][a]瞬间+3000生命。[/]#★  [a]冷却时间80秒。[/],特殊道具,57128,57128,57128,2,2,1,0,0,66,0,0,,,,,0,0,0,1850,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
570,劣质合成魔晶包,右键点击劣质合成魔晶包兑换10个劣质合成魔晶(内含10个),★  右键点击[a]劣质合成魔晶包[/]兑换10个劣质合成魔晶。#★  [a]劣质合成魔晶作用：[/]可以提升一、二档装备合成成功率15%。#★  [19:214:3]合成方法：[/]主城[y]研究所[/]→寻找[y]装备改造师[/]→选择[y]装备合成[/]功能条→放入[y]劣质合成魔晶[/]提高合成成功率→开始合成。,特殊道具,57129,57129,57129,2,2,1,0,0,,0,0,,,,,0,0,0,200,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
571,普通合成魔晶包,右键点击普通合成魔晶包兑换10个普通合成魔晶(内含10个),★  右键点击[a]普通合成魔晶包[/]兑换10个普通合成魔晶。#★  [a]普通合成魔晶作用：[/]可以提升三、四档装备合成成功率15%。#★  [19:214:3]合成方法：[/]主城[y]研究所[/]→寻找[y]装备改造师[/]→选择[y]装备合成[/]功能条→放入[y]普通合成魔晶[/]提高合成成功率→开始合成。,特殊道具,57130,57130,57130,2,2,1,0,0,,0,0,,,,,0,0,0,2000,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
572,劣质宝石合成剂包,右键点击劣质宝石合成剂包兑换10个劣质宝石合成剂(内含10个),★  右键点击[a]劣质宝石合成剂包[/]兑换10个劣质宝石合成剂。#★  [a]劣质宝石合成剂作用：[/]增加1至5级宝石合成时的成功概率16%。#★  [19:214:3]宝石合成方法：[/]主城[y]宝石店[/]→寻找[y]珠宝工匠[/]→选择[y]宝石合成[/]功能条→放入[y]2颗1级[/]宝石→开始合成。,特殊道具,57131,57131,57131,2,2,1,0,0,,0,0,,,,,0,0,0,300,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
573,T1提炼石包,右键点击T1提炼石包兑换13个T1提炼石,★  右键点击[a]T1提炼石包[/]兑换13个T1提炼石。#★  [a]T1提炼石作用：[/]可以提取一档所有装备的[y]附加属性[/]于石头上，通过[y]点化系统[/]可以把石头上的属性附加给其它一档装备。#★  装备的附加属性和石头必须有相同属性才能附加成功。#★  可以找[y]研究所[/][r]装备改造师[/]进行属性提炼和装备点化,特殊道具,57132,57132,57132,1,2,1,0,0,,0,0,,,,,0,0,0,900,,,1000,1,-1,0,,-1,,0,,,,,,,,0,,,,,,715,,
574,T2提炼石包,右键点击T2提炼石包兑换9个T2提炼石,★  右键点击[a]T2提炼石包[/]兑换9个T2提炼石。#★  [a]T2提炼石作用：[/]可以提取二档所有装备的[y]附加属性[/]于石头上，通过[y]点化系统[/]可以把石头上的属性附加给其它二档装备。#★  装备的附加属性和石头必须有相同属性才能附加成功。#★  可以找[y]研究所[/][r]装备改造师[/]进行属性提炼和装备点化,特殊道具,57133,57133,57133,1,2,1,0,0,,0,0,,,,,0,0,0,900,,,1000,1,-1,0,,-1,,0,,,,,,,,0,,,,,,715,,
575,T3提炼石包,右键点击T3提炼石包兑换6个T3提炼石,★  右键点击[a]T3提炼石包[/]兑换6个T3提炼石。#★  [a]T3提炼石作用：[/]可以提取三档所有装备的[y]附加属性[/]于石头上，通过[y]点化系统[/]可以把石头上的属性附加给其它三档装备。#★  装备的附加属性和石头必须有相同属性才能附加成功。#★  可以找[y]研究所[/][r]装备改造师[/]进行属性提炼和装备点化,特殊道具,57134,57134,57134,2,2,1,0,0,,0,0,,,,,0,0,0,900,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
576,T4提炼石包,右键点击T4提炼石包兑换6个T4提炼石,★  右键点击[a]T4提炼石包[/]兑换6个T4提炼石。#★  [a]T4提炼石作用：[/]可以提取四档所有装备的[y]附加属性[/]于石头上，通过[y]点化系统[/]可以把石头上的属性附加给其它四档装备。#★  装备的附加属性和石头必须有相同属性才能附加成功。#★  可以找[y]研究所[/][r]装备改造师[/]进行属性提炼和装备点化,特殊道具,57135,57135,57135,2,2,1,0,0,,0,0,,,,,0,0,0,900,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
577,一档套装激活魔晶包,右键点击一档套装激活魔晶包兑换2个一档套装激活魔晶(内含2个),★  右键点击[a]一档套装激活魔晶包[/]兑换2个一档套装激活魔晶。#★  [a]一档套装激活魔晶作用：[/]一档装备激活为套装时所需道具。#★  [y]激活方法：[/]主城→研究所→装备保养员→选择[y]套装激活[/]→放入需要激活的一档装备→放入[y]一档套装激活魔晶2个[/]→开始激活。,特殊道具,57136,57136,57136,1,2,1,0,0,,0,0,,,,,0,0,0,300,,,1000,1,-1,0,,-1,,0,,,,,,,,0,,,,,,715,,
578,二档套装激活魔晶包,右键点击二档套装激活魔晶包兑换2个二档套装激活魔晶(内含2个),★  右键点击[a]二档套装激活魔晶包[/]兑换2个二档套装激活魔晶。#★  [a]二档套装激活魔晶作用：[/]二档装备激活为套装时所需道具。#★  [y]激活方法：[/]主城→研究所→装备保养员→选择[y]套装激活[/]→放入需要激活的一档装备→放入[y]二档套装激活魔晶2个[/]→开始激活。,特殊道具,57137,57137,57137,2,2,1,0,0,,0,0,,,,,0,0,0,600,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
579,三档套装激活魔晶包,右键点击三档套装激活魔晶包兑换2个三档套装激活魔晶(内含2个),★  右键点击[a]三档套装激活魔晶包[/]兑换2个三档套装激活魔晶。#★  [a]三档套装激活魔晶作用：[/]三档装备激活为套装时所需道具。#★  [y]激活方法：[/]主城→研究所→装备保养员→选择[y]套装激活[/]→放入需要激活的一档装备→放入[y]三档套装激活魔晶2个[/]→开始激活。,特殊道具,57138,57138,57138,2,2,1,0,0,,0,0,,,,,0,0,0,900,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
580,劣质提炼魔晶包,右键点击劣质提炼魔晶包兑换10个劣质提炼魔晶(内含10个),★  右键点击[a]劣质提炼魔晶包[/]兑换10个劣质提炼魔晶。#★  [a]劣质提炼魔晶作用：[/]可以提升一、二档装备提炼时的成功率15%。#★  [19:214:3]提炼方法：[/]主城[y]研究所[/]→寻找[y]装备改造师[/]→选择[y]装备提炼[/]功能条→放入[y]劣质提炼魔晶[/]提升提炼成功率→开始提炼。,特殊道具,57139,57139,57139,1,2,1,0,0,,0,0,,,,,0,0,0,150,,,1000,1,-1,0,,-1,,0,,,,,,,,0,,,,,,715,,
581,普通提炼魔晶包,右键点击普通提炼魔晶包兑换10个普通提炼魔晶(内含10个),★  右键点击[a]普通提炼魔晶包[/]兑换10个普通提炼魔晶。#★  [a]普通提炼魔晶作用：[/]可以提升三、四档装备提炼时的成功率15%。#★  [19:214:3]提炼方法：[/]主城[y]研究所[/]→寻找[y]装备改造师[/]→选择[y]装备提炼[/]功能条→放入[y]普通提炼魔晶[/]提升提炼成功率→开始提炼。,特殊道具,57140,57140,57140,2,2,1,0,0,,0,0,,,,,0,0,0,350,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
582,劣质点化魔晶包,右键点击劣质点化魔晶包兑换10个劣质点化魔晶(内含10个),★  右键点击[a]劣质点化魔晶包[/]兑换10个劣质点化魔晶。#★  [a]劣质点化魔晶作用：[/]可以提升一、二档装备点化时的成功率19%。#★  [19:214:3]点化方法：[/]主城[y]研究所[/]→寻找[y]装备改造师[/]→选择[y]装备点化[/]功能条→放入[y]劣质点化魔晶[/]提升点化成功率→开始点化。,特殊道具,57141,57141,57141,1,2,1,0,0,,0,0,,,,,0,0,0,150,,,1000,1,-1,0,,-1,,0,,,,,,,,0,,,,,,715,,
583,普通点化魔晶包,右键点击普通点化魔晶包兑换10个普通点化魔晶(内含10个),★  右键点击[a]普通点化魔晶包[/]兑换10个普通点化魔晶。#★  [a]普通点化魔晶作用：[/]可以提升三、四档装备点化时的成功率19%。#★  [19:214:3]点化方法：[/]主城[y]研究所[/]→寻找[y]装备改造师[/]→选择[y]装备点化[/]功能条→放入[y]普通点化魔晶[/]提升点化成功率→开始点化。,特殊道具,57142,57142,57142,2,2,1,0,0,,0,0,,,,,0,0,0,350,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
584,普通润滑剂包,右键点击普通润滑剂包兑换3个普通润滑剂(内含3个),★  右键点击[a]普通润滑剂包[/]兑换3个普通润滑剂。#★  [a]普通润滑剂作用：[/]三、四档装备凿洞所需原料。#★  [19:214:3]凿洞方法：[/]主城[y]技能学院[/]→学习生活技能[y]【凿洞】[/]→[y]按X键[/]打开技能面板→[y]右键点击凿洞技能图标[/]→放入需要凿洞的装备（注释：装备必须有凿洞潜力才能凿）。,特殊道具,57143,57143,57143,2,2,1,0,0,,0,0,,,,,0,0,0,270,,,1000,1,-1,1,,-1,,0,,,,,,,,0,,,,,,715,,
