物品ID,名字,描述(31汉字),物品详细描述（127汉字）,物品类型描述,物品栏图片,物品栏图片,物品栏图片,等级,物品分类,物品子类,lBourseClass,生物最多拥有个数,需求爵位,需求状态,死亡掉落几率,获取绑定,装备绑定,为1表示：物品不可以丢弃销毁,出售标志,买入价格,购物卷买入,买入士气,点卷购买,卖出价格,卖出士气,叠放数量,使用消失,流通次数,物品转移记录,存在时间的类型,存在时间,切换地图是否消失,物品冷却ID,物品排序,lUseType_LUA,szGoods_LUA[64],死亡销毁,下线掉落,切换地图掉落,能否放仓库,交易所分类查询,BcmPickupMessage,long lDropCallLua,long lBaseParam_1,long lBaseParam_2,long lBaseParam_3,生活材料描述
80067,四档防具制造配方,四档所有防具制造所需配方,★  [a]用途：[/]四档所有防具制造所需配方#★  [a]获取：[/]防守、拉锯、训练营浮空岛#★  [a]说明：[/]在使用生活技能制造四档防具时会消耗该配方,配方,104316,104316,104316,4,3,5,8005,0,,0,0,,,,,800,800,0,106,,,9999,,-1,1,,-1,0,,,,,,,,,0,,,,,,★  [a]用途：[/]四档所有防具制造所需配方#★  [a]获取：[/]防守、拉锯、训练营浮空岛#★  [a]说明：[/]在使用生活技能制造四档防具时会消耗该配方，[255:0:255]主城找英雄大厅的引导者可以兑换低一档配方[/]
80068,五档防具制造配方,五档所有防具制造所需配方,★  [a]用途：[/]五档所有防具制造所需配方#★  [a]获取：[/]防守、拉锯、训练营浮空岛#★  [a]说明：[/]在使用生活技能制造五档防具时会消耗该配方，[255:0:255]主城找英雄大厅的引导者可以兑换低一档配方[/],配方,104316,104316,104316,5,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,★  [a]用途：[/]五档所有防具制造所需配方#★  [a]获取：[/]防守、拉锯、训练营浮空岛#★  [a]说明：[/]在使用生活技能制造五档防具时会消耗该配方，[255:0:255]主城找英雄大厅的引导者可以兑换低一档配方[/]
80069,六档防具制造配方,**暂无**,,**暂无**,104316,104316,104316,6,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80070,七档防具制造配方,**暂无**,,**暂无**,104316,104316,104316,7,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80071,八档防具制造配方,**暂无**,,**暂无**,104316,104316,104316,8,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80072,九档防具制造配方,**暂无**,,**暂无**,104316,104316,104316,9,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80073,十档防具制造配方,**暂无**,,**暂无**,104316,104316,104316,10,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80074,黑砂纸,**暂无**,,**暂无**,57027,57027,57027,2,3,1,0,0,,0,0,,,,,3840,3840,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80075,透光石,**暂无**,,**暂无**,57015,57015,57015,3,3,1,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80076,熔炼水,**暂无**,,**暂无**,57019,57019,57019,4,3,1,0,0,,0,0,,,,,0,0,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80077,飓风线,**暂无**,,**暂无**,57013,57013,57013,2,3,1,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80078,冰蚕丝,**暂无**,,**暂无**,57011,57011,57011,3,3,1,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80079,尼丝线,**暂无**,,**暂无**,57017,57017,57017,2,3,1,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80080,棉丝线,**暂无**,,**暂无**,57014,57014,57014,4,3,1,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80081,金币,金币,,金币,57010,57010,57010,,3,1,4000,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80082,点券,点券,★  [a]用途：[/]商城购买道具的货币#★  [a]获取：[/]按【P】打开[255:0:255]商城[/]，点击其中的[255:0:255]冲值和领点券[/]按钮可用人民币充入点券[255:0:255]（1元=100点券）[/]#★  [a]说明：[/]按【T】打开交易所，在货币类中也[255:0:255]可以用游戏金币购买到其他玩家出售的点券[/],点券,57004,57004,57004,,3,1,4001,0,,0,0,,,,,1,1,0,,,,30000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80083,一档帽子制造配方,**暂无**,,配方,104312,104312,104312,1,3,5,0,0,,0,0,,,,,852,852,0,9,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80084,二档帽子制造配方,**暂无**,,配方,104312,104312,104312,2,3,5,0,0,,0,0,,,,,1083,1083,0,11,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80085,三档帽子制造配方,**暂无**,,配方,104312,104312,104312,3,3,5,0,0,,0,0,,,,,2531,2531,0,26,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80086,四档帽子制造配方,**暂无**,,配方,104312,104312,104312,4,3,5,0,0,,0,0,,,,,10558,10558,0,106,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80087,五档帽子制造配方,**暂无**,,**暂无**,104312,104312,104312,5,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80088,六档帽子制造配方,**暂无**,,**暂无**,104312,104312,104312,6,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80089,七档帽子制造配方,**暂无**,,**暂无**,104312,104312,104312,7,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80090,八档帽子制造配方,**暂无**,,**暂无**,104312,104312,104312,8,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80091,九档帽子制造配方,**暂无**,,**暂无**,104312,104312,104312,9,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80092,十档帽子制造配方,**暂无**,,**暂无**,104312,104312,104312,10,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80093,一档手套制造配方,**暂无**,,配方,104313,104313,104313,1,3,5,0,0,,0,0,,,,,852,852,0,9,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80094,二档手套制造配方,**暂无**,,配方,104313,104313,104313,2,3,5,0,0,,0,0,,,,,1083,1083,0,11,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80095,三档手套制造配方,**暂无**,,配方,104313,104313,104313,3,3,5,0,0,,0,0,,,,,2531,2531,0,26,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80096,四档手套制造配方,**暂无**,,配方,104313,104313,104313,4,3,5,0,0,,0,0,,,,,10558,10558,0,106,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80097,五档手套制造配方,**暂无**,,**暂无**,104313,104313,104313,5,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80098,六档手套制造配方,**暂无**,,**暂无**,104313,104313,104313,6,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80099,七档手套制造配方,**暂无**,,**暂无**,104313,104313,104313,7,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80100,八档手套制造配方,**暂无**,,**暂无**,104313,104313,104313,8,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80101,九档手套制造配方,**暂无**,,**暂无**,104313,104313,104313,9,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80102,十档手套制造配方,**暂无**,,**暂无**,104313,104313,104313,10,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80103,一档鞋子制造配方,**暂无**,,配方,104317,104317,104317,1,3,5,0,0,,0,0,,,,,852,852,0,9,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80104,二档鞋子制造配方,**暂无**,,配方,104317,104317,104317,2,3,5,0,0,,0,0,,,,,1083,1083,0,11,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80105,三档鞋子制造配方,**暂无**,,配方,104317,104317,104317,3,3,5,0,0,,0,0,,,,,2531,2531,0,26,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80106,四档鞋子制造配方,**暂无**,,配方,104317,104317,104317,4,3,5,0,0,,0,0,,,,,10558,10558,0,106,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80107,五档鞋子制造配方,**暂无**,,**暂无**,104317,104317,104317,5,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80108,六档鞋子制造配方,**暂无**,,**暂无**,104317,104317,104317,6,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80109,七档鞋子制造配方,**暂无**,,**暂无**,104317,104317,104317,7,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80110,八档鞋子制造配方,**暂无**,,**暂无**,104317,104317,104317,8,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80111,九档鞋子制造配方,**暂无**,,**暂无**,104317,104317,104317,9,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80112,十档鞋子制造配方,**暂无**,,**暂无**,104317,104317,104317,10,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80113,一档护腿制造配方,**暂无**,,配方,104314,104314,104314,1,3,5,0,0,,0,0,,,,,852,852,0,9,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80114,二档护腿制造配方,**暂无**,,配方,104314,104314,104314,2,3,5,0,0,,0,0,,,,,1083,1083,0,11,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80115,三档护腿制造配方,**暂无**,,配方,104314,104314,104314,3,3,5,0,0,,0,0,,,,,2531,2531,0,26,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80116,四档护腿制造配方,**暂无**,,配方,104314,104314,104314,4,3,5,0,0,,0,0,,,,,10558,10558,0,106,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80117,五档护腿制造配方,**暂无**,,**暂无**,104314,104314,104314,5,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80118,六档护腿制造配方,**暂无**,,**暂无**,104314,104314,104314,6,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80119,七档护腿制造配方,**暂无**,,**暂无**,104314,104314,104314,7,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80120,八档护腿制造配方,**暂无**,,**暂无**,104314,104314,104314,8,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80121,九档护腿制造配方,**暂无**,,**暂无**,104314,104314,104314,9,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80122,十档护腿制造配方,**暂无**,,**暂无**,104314,104314,104314,10,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80123,一档腰带制造配方,**暂无**,,配方,104315,104315,104315,1,3,5,0,0,,0,0,,,,,852,852,0,9,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80124,二档腰带制造配方,**暂无**,,配方,104315,104315,104315,2,3,5,0,0,,0,0,,,,,1083,1083,0,11,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80125,三档腰带制造配方,**暂无**,,配方,104315,104315,104315,3,3,5,0,0,,0,0,,,,,2531,2531,0,26,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80126,四档腰带制造配方,**暂无**,,配方,104315,104315,104315,4,3,5,0,0,,0,0,,,,,10558,10558,0,106,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80127,五档腰带制造配方,**暂无**,,**暂无**,104315,104315,104315,5,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80128,六档腰带制造配方,**暂无**,,**暂无**,104315,104315,104315,6,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80129,七档腰带制造配方,**暂无**,,**暂无**,104315,104315,104315,7,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80130,八档腰带制造配方,**暂无**,,**暂无**,104315,104315,104315,8,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80131,九档腰带制造配方,**暂无**,,**暂无**,104315,104315,104315,9,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80132,十档腰带制造配方,**暂无**,,**暂无**,104315,104315,104315,10,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80133,一档饰品制造配方,**暂无**,,配方,57025,57025,57025,1,3,5,0,0,,0,0,,,,,852,852,0,9,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80134,二档饰品制造配方,**暂无**,,配方,57025,57025,57025,2,3,5,0,0,,0,0,,,,,1083,1083,0,11,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80135,三档饰品制造配方,**暂无**,,配方,57025,57025,57025,3,3,5,0,0,,0,0,,,,,2531,2531,0,26,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80136,四档饰品制造配方,**暂无**,,配方,57025,57025,57025,4,3,5,0,0,,0,0,,,,,10558,10558,0,106,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80137,五档饰品制造配方,**暂无**,,**暂无**,57025,57025,57025,5,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80138,六档饰品制造配方,**暂无**,,**暂无**,57025,57025,57025,6,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80139,七档饰品制造配方,**暂无**,,**暂无**,57025,57025,57025,7,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80140,八档饰品制造配方,**暂无**,,**暂无**,57025,57025,57025,8,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80141,九档饰品制造配方,**暂无**,,**暂无**,57025,57025,57025,9,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80142,十档饰品制造配方,**暂无**,,**暂无**,57025,57025,57025,10,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80143,新兵导师推荐信,任务道具,★  [a]用途：[/]任务道具[/],任务道具,50009,50009,50009,1,3,1,0,0,,0,0,1,,,,100000,100000,0,,,,1,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80144,一档披风制造配方,**暂无**,,**暂无**,57025,57025,57025,1,3,5,0,0,,0,0,,,,,852,852,0,9,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80145,二档披风制造配方,**暂无**,,**暂无**,57025,57025,57025,2,3,5,0,0,,0,0,,,,,1083,1083,0,11,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80146,三档披风制造配方,**暂无**,,**暂无**,57025,57025,57025,3,3,5,0,0,,0,0,,,,,2531,2531,0,26,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80147,四档披风制造配方,**暂无**,,**暂无**,57025,57025,57025,4,3,5,0,0,,0,0,,,,,10558,10558,0,106,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80148,五档披风制造配方,**暂无**,,**暂无**,57025,57025,57025,5,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80149,六档披风制造配方,**暂无**,,**暂无**,57025,57025,57025,6,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80150,七档披风制造配方,**暂无**,,**暂无**,57025,57025,57025,7,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80151,八档披风制造配方,**暂无**,,**暂无**,57025,57025,57025,8,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80152,九档披风制造配方,**暂无**,,**暂无**,57025,57025,57025,9,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80153,十档披风制造配方,**暂无**,,**暂无**,57025,57025,57025,10,3,5,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80154,一档包裹许可证,**暂无**,,**暂无**,57028,57028,57028,1,3,1,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80155,二档包裹许可证,**暂无**,,**暂无**,57028,57028,57028,2,3,1,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80156,三档包裹许可证,**暂无**,,**暂无**,57028,57028,57028,3,3,1,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80157,5格背包配方,**暂无**,,**暂无**,57018,57018,57018,1,3,1,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80158,8格背包配方,**暂无**,,**暂无**,57018,57018,57018,2,3,1,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80159,10格背包配方,**暂无**,,**暂无**,57018,57018,57018,3,3,1,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80160,12格背包配方,**暂无**,,**暂无**,57018,57018,57018,4,3,1,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80161,14格背包配方,**暂无**,,**暂无**,57018,57018,57018,5,3,1,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80162,16格背包配方,**暂无**,,**暂无**,57018,57018,57018,6,3,1,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80163,18格背包配方,**暂无**,,**暂无**,57018,57018,57018,7,3,1,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80164,20格背包配方,**暂无**,,**暂无**,57018,57018,57018,8,3,1,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80165,一档鉴定水晶,**暂无**,,**暂无**,53060,53060,53060,1,3,1,0,0,,0,0,,,,,1,1,0,,,,1,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80166,二档鉴定水晶,**暂无**,,**暂无**,53060,53060,53060,2,3,1,0,0,,0,0,,,,,1,1,0,,,,1,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80167,三档鉴定水晶,**暂无**,,**暂无**,53060,53060,53060,3,3,1,0,0,,0,0,,,,,1,1,0,,,,1,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80168,四档鉴定水晶,**暂无**,,**暂无**,53060,53060,53060,4,3,1,0,0,,0,0,,,,,1,1,0,,,,1,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80169,五档鉴定水晶,**暂无**,,**暂无**,53060,53060,53060,5,3,1,0,0,,0,0,,,,,1,1,0,,,,1,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80170,六档鉴定水晶,**暂无**,,**暂无**,53060,53060,53060,6,3,1,0,0,,0,0,,,,,1,1,0,,,,1,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80171,七档鉴定水晶,**暂无**,,**暂无**,53060,53060,53060,7,3,1,0,0,,0,0,,,,,1,1,0,,,,1,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80172,劣质升级水晶,**暂无**,,**暂无**,53061,53061,53061,1,3,1,0,0,,0,0,,,,,400,400,0,,,,1,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80173,普通升级水晶,**暂无**,,**暂无**,53061,53061,53061,2,3,1,0,0,,0,0,,,,,1500,1500,0,,,,1,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80175,劣质合成水晶,**暂无**,,**暂无**,53062,53062,53062,1,3,1,0,0,,0,0,,,,,400,400,0,,,,1,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80176,普通合成水晶,**暂无**,,**暂无**,53062,53062,53062,2,3,1,0,0,,0,0,,,,,1500,1500,0,,,,1,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80177,良好合成水晶,**暂无**,,**暂无**,53062,53062,53062,3,3,1,0,0,,0,0,,,,,1,1,0,,,,1,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80178,劣质精炼水晶,**暂无**,,**暂无**,53063,53063,53063,1,3,1,0,0,,0,0,,,,,400,400,0,,,,1,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80179,普通精炼水晶,**暂无**,,**暂无**,53063,53063,53063,2,3,1,0,0,,0,0,,,,,1500,1500,0,,,,1,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80180,良好精炼水晶,**暂无**,,**暂无**,53063,53063,53063,3,3,1,0,0,,0,0,,,,,1,1,0,,,,1,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80181,劣质宝石合成剂,增加1到5级宝石合成时的成功概率,★  [a]用途：[/]增加1至5级宝石合成时的成功概率#★  [a]获取：[/]拉锯勋章、藏宝图、宝箱活动#★  [a]说明：[/]在主城[255:0:255]宝石店[/]→寻找[255:0:255]珠宝工匠[/]→选择[255:0:255]宝石合成[/]功能条→放入2颗宝石→[255:0:255]合成[/],宝石合成材料,53064,53064,53064,2,3,1,5020,0,,0,0,,,,,200,200,0,2,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80182,普通宝石合成剂,增加6、7级宝石合成时的成功概率,★  [a]用途：[/]增加6、7级宝石合成时的成功概率#★  [a]获取：[/]拉锯勋章、藏宝图、宝箱活动#★  [a]说明：[/]在主城[255:0:255]宝石店[/]→寻找[255:0:255]珠宝工匠[/]→选择[255:0:255]宝石合成[/]功能条→放入2颗宝石→[255:0:255]合成[/],宝石合成材料,53064,53064,53064,2,3,1,0,0,,0,0,,,,,0,0,0,20,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80191,劣质润滑剂,二档装备凿洞所需原料,★  [a]用途：[/]二档装备凿洞所需原料#★  [a]获取：[/]拉锯勋章、藏宝图、宝箱活动#★  [a]说明：[/][255:0:255]按X键[/]打开技能面板→[255:0:255]右键点击凿洞技能图标[/]→放入需要凿洞的装备（注释：装备必须有凿洞潜力才能凿）,装备凿洞材料,57020,57020,57020,2,3,1,5020,0,,0,0,,,,,80,80,0,1,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80192,普通润滑剂,三、四档装备凿洞所需原料,★  [a]用途：[/]三、四档装备凿洞所需原料#★  [a]获取：[/]商城出售#★  [a]说明：[/][255:0:255]按X键[/]打开技能面板→[255:0:255]右键点击凿洞技能图标[/]→放入需要凿洞的装备（注释：装备必须有凿洞潜力才能凿）,装备凿洞材料,57021,57021,57021,2,3,1,5020,0,,0,0,,,,,800,800,0,8,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80193,良好润滑剂,**暂无**,,**暂无**,57022,57022,57022,3,3,1,0,0,,0,0,,,,,0,0,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80194,一档分解材料,装备改造所需原料,★  [a]用途：[/]合成二档分解材料#★  [a]获取：[/]一档装备分解#★  [a]说明：[/]通过生活技能[255:0:255]装备分解[/]分解,装备分解材料,53044,53044,53044,1,3,1,5034,0,,0,0,,,,,100,100,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,获取方法：装备分解技能→选择一档装备→选择相应的能力进行分解→成功后获得。
80195,二档分解材料,大师制造、装备改造和封印所需原料,★  [a]用途：[/]生活技能中大师制造所需材料#★  [a]获取：[/]二档装备分解#★  [a]说明：[/]通过生活技能[255:0:255]装备分解[/]分解,装备分解材料,53025,53025,53025,2,3,1,5034,0,,0,0,,,,,200,200,0,,,,9999,,-1,1,,-1,0,,,,,,,,,0,,,,,,获取方法：装备分解技能→选择二档装备→选择相应的能力进行分解→成功后获得。
