1,名字,描述,物品详细描述(127汉字),物品类型描述,物品栏图片,地上图片,缩小图片,等级,物品分类,物品子类,lBourseClass,生物最多拥有个数,需求爵位,需求状态,死亡掉落几率,获取绑定,装备绑定,销毁标志,出售标志,买入价格,购物卷买入,买入士气,点卷购买,卖出价格,卖出士气,叠放数量,使用消失,流通次数,物品转移记录,存在时间的类型,存在时间,切换地图是否消失,物品冷却ID,物品排序,lUseType_LUA,szGoods_LUA[64],死亡销毁,下线掉落,切换地图掉落,能否放仓库,交易所分类查询,BcmPickupMessage,long lDropCallLua,long lBaseParam_1,long lBaseParam_2,long lBaseParam_3,参数1,参数2,参数3,参数4,luA函数名
30009,制造黄铜斧卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：狩猎,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,220,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,9,0,0,0,WorkSkill_StudySkillByGoods
30010,制造白银斧卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：狩猎,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,620,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,10,0,0,0,WorkSkill_StudySkillByGoods
30011,三档武器凿洞卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备凿洞,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,170,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,11,0,0,0,WorkSkill_StudySkillByGoods
30012,三档衣服凿洞卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备凿洞,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,170,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,12,0,0,0,WorkSkill_StudySkillByGoods
30013,三档帽子凿洞卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备凿洞,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,200,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,13,0,0,0,WorkSkill_StudySkillByGoods
30014,三档手套凿洞卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备凿洞,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,220,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,14,0,0,0,WorkSkill_StudySkillByGoods
30015,三档鞋子凿洞卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备凿洞,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,220,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,15,0,0,0,WorkSkill_StudySkillByGoods
30016,三档护腿凿洞卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备凿洞,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,250,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,16,0,0,0,WorkSkill_StudySkillByGoods
30017,三档腰带凿洞卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备凿洞,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,280,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,17,0,0,0,WorkSkill_StudySkillByGoods
30018,三档装备凿洞卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备凿洞,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,320,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,18,0,0,0,WorkSkill_StudySkillByGoods
30019,四档武器凿洞卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备凿洞,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,360,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,19,0,0,0,WorkSkill_StudySkillByGoods
30020,四档衣服凿洞卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备凿洞,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,360,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,20,0,0,0,WorkSkill_StudySkillByGoods
30021,四档帽子凿洞卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备凿洞,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,400,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,21,0,0,0,WorkSkill_StudySkillByGoods
30022,四档手套凿洞卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备凿洞,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,440,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,22,0,0,0,WorkSkill_StudySkillByGoods
30023,四档鞋子凿洞卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备凿洞,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,480,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,23,0,0,0,WorkSkill_StudySkillByGoods
30024,四档护腿凿洞卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备凿洞,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,520,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,24,0,0,0,WorkSkill_StudySkillByGoods
30025,四档腰带凿洞卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备凿洞,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,570,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,25,0,0,0,WorkSkill_StudySkillByGoods
30026,四档装备凿洞卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备凿洞,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,620,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,26,0,0,0,WorkSkill_StudySkillByGoods
30027,十字钢盾学徒卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：盾牌制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,160,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,27,0,0,0,WorkSkill_StudySkillByGoods
30028,十字钢盾专家卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：盾牌制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,220,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,28,0,0,0,WorkSkill_StudySkillByGoods
30029,十字钢盾大师卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：盾牌制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,280,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,29,0,0,0,WorkSkill_StudySkillByGoods
30030,守卫之盾学徒卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：盾牌制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,440,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,30,0,0,0,WorkSkill_StudySkillByGoods
30031,守卫之盾专家卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：盾牌制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,520,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,31,0,0,0,WorkSkill_StudySkillByGoods
30032,守卫之盾大师卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：盾牌制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,620,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,32,0,0,0,WorkSkill_StudySkillByGoods
30033,夜行短剑学徒卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：单手兵器制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,160,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,33,0,0,0,WorkSkill_StudySkillByGoods
30034,夜行短剑专家卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：单手兵器制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,220,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,34,0,0,0,WorkSkill_StudySkillByGoods
30035,夜行短剑大师卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：单手兵器制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,280,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,35,0,0,0,WorkSkill_StudySkillByGoods
30036,骑士之剑学徒卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：单手兵器制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,440,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,36,0,0,0,WorkSkill_StudySkillByGoods
30037,骑士之剑专家卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：单手兵器制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,520,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,37,0,0,0,WorkSkill_StudySkillByGoods
30038,骑士之剑大师卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：单手兵器制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,620,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,38,0,0,0,WorkSkill_StudySkillByGoods
30039,大口径霰弹枪学徒卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：火药制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,160,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,39,0,0,0,WorkSkill_StudySkillByGoods
30040,大口径霰弹枪专家卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：火药制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,220,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,40,0,0,0,WorkSkill_StudySkillByGoods
30041,大口径霰弹枪大师卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：火药制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,280,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,41,0,0,0,WorkSkill_StudySkillByGoods
30042,强力射钉枪学徒卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：火药制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,440,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,42,0,0,0,WorkSkill_StudySkillByGoods
30043,强力射钉枪专家卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：火药制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,520,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,43,0,0,0,WorkSkill_StudySkillByGoods
30044,强力射钉枪大师卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：火药制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,620,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,44,0,0,0,WorkSkill_StudySkillByGoods
30045,贤者之书学徒卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：魔法书制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,160,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,45,0,0,0,WorkSkill_StudySkillByGoods
30046,贤者之书专家卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：魔法书制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,220,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,46,0,0,0,WorkSkill_StudySkillByGoods
30047,贤者之书大师卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：魔法书制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,280,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,47,0,0,0,WorkSkill_StudySkillByGoods
30048,缚法之书学徒卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：魔法书制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,440,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,48,0,0,0,WorkSkill_StudySkillByGoods
30049,缚法之书专家卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：魔法书制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,520,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,49,0,0,0,WorkSkill_StudySkillByGoods
30050,缚法之书大师卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：魔法书制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,620,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,50,0,0,0,WorkSkill_StudySkillByGoods
30051,阔刃双手剑学徒卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：双手兵器制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,160,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,51,0,0,0,WorkSkill_StudySkillByGoods
30052,阔刃双手剑专家卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：双手兵器制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,220,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,52,0,0,0,WorkSkill_StudySkillByGoods
30053,阔刃双手剑大师卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：双手兵器制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,280,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,53,0,0,0,WorkSkill_StudySkillByGoods
30054,咆哮重剑学徒卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：双手兵器制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,440,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,54,0,0,0,WorkSkill_StudySkillByGoods
30055,咆哮重剑专家卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：双手兵器制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,520,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,55,0,0,0,WorkSkill_StudySkillByGoods
30056,咆哮重剑大师卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：双手兵器制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,620,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,56,0,0,0,WorkSkill_StudySkillByGoods
30057,守护胸甲学徒卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：衣服制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,160,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,57,0,0,0,WorkSkill_StudySkillByGoods
30058,守护胸甲专家卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：衣服制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,220,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,58,0,0,0,WorkSkill_StudySkillByGoods
30059,守护胸甲大师卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：衣服制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,280,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,59,0,0,0,WorkSkill_StudySkillByGoods
30060,野蛮胸甲学徒卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：衣服制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,440,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,60,0,0,0,WorkSkill_StudySkillByGoods
30061,野蛮胸甲专家卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：衣服制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,520,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,61,0,0,0,WorkSkill_StudySkillByGoods
30062,野蛮胸甲大师卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：衣服制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,620,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,62,0,0,0,WorkSkill_StudySkillByGoods
30063,防风制服学徒卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：衣服制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,160,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,63,0,0,0,WorkSkill_StudySkillByGoods
30064,防风制服专家卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：衣服制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,220,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,64,0,0,0,WorkSkill_StudySkillByGoods
30065,防风制服大师卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：衣服制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,280,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,65,0,0,0,WorkSkill_StudySkillByGoods
30066,灵巧制服学徒卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：衣服制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,440,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,66,0,0,0,WorkSkill_StudySkillByGoods
30067,灵巧制服专家卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：衣服制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,520,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,67,0,0,0,WorkSkill_StudySkillByGoods
30068,灵巧制服大师卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：衣服制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,620,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,68,0,0,0,WorkSkill_StudySkillByGoods
30069,魔力法袍学徒卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：衣服制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,160,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,69,0,0,0,WorkSkill_StudySkillByGoods
30070,魔力法袍专家卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：衣服制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,220,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,70,0,0,0,WorkSkill_StudySkillByGoods
30071,魔力法袍大师卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：衣服制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,280,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,71,0,0,0,WorkSkill_StudySkillByGoods
30072,星屑法袍学徒卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：衣服制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,440,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,72,0,0,0,WorkSkill_StudySkillByGoods
30073,星屑法袍专家卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：衣服制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,520,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,73,0,0,0,WorkSkill_StudySkillByGoods
30074,星屑法袍大师卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：衣服制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,620,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,74,0,0,0,WorkSkill_StudySkillByGoods
30075,守护头盔学徒卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：帽子制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,160,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,75,0,0,0,WorkSkill_StudySkillByGoods
30076,守护头盔专家卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：帽子制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,220,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,76,0,0,0,WorkSkill_StudySkillByGoods
30077,守护头盔大师卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：帽子制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,280,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,77,0,0,0,WorkSkill_StudySkillByGoods
30078,野蛮头盔学徒卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：帽子制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,440,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,78,0,0,0,WorkSkill_StudySkillByGoods
