物品ID,名字,描述,物品详细描述(127汉字),物品类型描述,物品栏图片,地上图片,缩小图片,等级,物品分类,物品子类,lBourseClass,生物最多拥有个数,需求爵位,需求状态,死亡掉落几率,获取绑定,装备绑定,销毁标志,出售标志,买入价格,买入购物券,买入士气,点券购买,卖出价格,卖出士气,叠放数量,使用消失,流通次数,物品转移记录,存在时间的类型,存在时间,切地图消失,冷却ID,排序等级,,,,,,,,BcmPickupMessage,long lDropCallLua,long lParam_1,long lParam_2,long lParam_3,需求技能,基本效果ID1,基本效果ID2,基本效果ID3,基本效果ID4,基本效果ID5,基本效果ID6,基本效果ID7,基本效果ID8,卡片数,卡片数,精炼等级?,最大耐久上限,装备种类,套装ID,攻击速度,攻击动作,鉴定费用,可装备的位置1,可装备的位置2,可装备的位置3,可装备的位置4,制造属性1的ID1，固定类型,制造属性2的ID2，固定类型,制造属性3的ID，不可升级,精炼属性ID,精炼的3级熟练度配置,lE_Slot_Min,lE_Slot_Max,部件ID1,男外形_游1,女外形_游1,男外形1,女外形1,部件ID2,男外形_游2,女外形_游2,男外形2,女外形2,部件ID3,男外形_游3,女外形_游3,男外形3,女外形3,lHideHair,lHideHair,lHideHair,能否升级,合成原料1,原料1数量,合成原料2,原料2数量,合成原料3,原料3数量,合成原料4,原料4数量,合成原料5,原料5数量,可镶嵌的宝石种类,可镶嵌的宝石档次上限,,long lULShowID[UL_STATEID_MAX],NeedSex,lAddCallLua,lNotShowBedeck,lAddTimeNeedNum,RepairPayforType,装备降级类型
4304,骑士腰带 (5档),牢固的腰带,,物理装备,64503,64503,64503,5,1,6,,0,67,0,0,0,1,0,0,1700,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1045,1141,1229,,,,,,,3,,3968,16,,,,,14,-1,-1,-1,45,301,,1005+4005+7005+7005+7005+16005+16005+16005,255+255+255,,3,-1,,,,,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,10+7+9+15+23,6,,,,,,,,1
4305,黑蔷薇腰带 (6档),雕花的腰带,,物理装备,64504,64504,64504,6,1,6,,0,81,0,0,0,1,0,0,3000,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1046,1142,1230,,,,,,,3,,3968,16,,,,,14,-1,-1,-1,46,302,,1006+4006+7006+7006+7006+16006+16006+16006,255+255+255,,3,-1,,,,,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,10+7+9+15+23,7,,,,,,,,1
4306,微笑刺客束腰 (7档),皇室的腰带,,物理装备,64504,64504,64504,7,1,6,,0,86,0,0,0,1,0,0,6000,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1047,1143,1231,,,,,,,3,,3968,16,,,,,14,-1,-1,-1,47,303,,1007+4007+7007+7007+7007+16007+16007+16007,255+255+255,,3,-1,,,,,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,10+7+9+15+23,8,,,,,,,,1
4307,鬼魅杀手束腰 (8档),梦幻的腰带,,物理装备,64504,64504,64504,8,1,6,,0,86,0,0,0,1,0,0,12000,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1048,1144,1232,,,,,,,3,,3968,16,,,,,14,-1,-1,-1,48,304,,1008+4008+7008+7008+7008+16008+16008+16008,255+255+255,,3,-1,,,,,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,10+7+9+15+23,8,,,,,,,,1
4200,刽子手手套 (1档),精制的手套,,物理装备,64005,64005,64005,1,1,7,2003,0,4,0,0,0,1,0,0,108,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1049,1145,1233,,,,,,,3,,12800,16,1,,,,4,13,-1,-1,49,305,,7001+7001+7001+7001+21001+21001+21001+45001,5+10+20,,2,9,774,718,837,651,11,785,726,848,659,-1,,,,,,,,1,,,,,,,,,,,10,2,,,,,,,3,1
4201,钢铸手套 (2档),简陋的手套,,物理装备,64002,64002,64002,2,1,7,2003,0,15,0,0,0,1,0,0,120,500,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1050,1146,1234,,,,,,,3,,3456,16,2,,,,4,13,-1,-1,50,306,,7002+7002+7002+7002+21002+21002+21002+45002,6+12+24,,3,9,49,243,335,433,11,61,255,347,445,-1,,,,,,,,1,,,,,,,,,,,10,3,,,,,,,3,1
4202,守护手套 (3档),厚重的手套,,物理装备,64001,64001,64001,3,1,7,2003,0,30,0,0,0,1,0,0,500,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1051,1147,1235,,,,,,,3,,3968,16,3,,,,4,13,-1,-1,51,307,,7003+7003+7003+7003+21003+21003+21003+45003,7+14+28,,3,9,53,244,339,434,11,65,256,351,446,-1,,,,,,,,1,,,,,,,,,,,10,4,,,,,,,3,1
4203,野蛮护手 (4档),魔力的手套,,物理装备,64004,64004,64004,4,1,7,2003,0,55,0,0,0,1,0,0,1000,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1052,1148,1236,,,,,,,3,,3968,16,4,,,,4,13,-1,-1,52,308,,7004+7004+7004+7004+21004+21004+21004+45004,8+16+32,,3,9,1232,724,844,650,11,784,732,847,658,-1,,,,,,,,1,,,,,,,,,,,10,5,,,,,,,,1
4204,骑士护手 (5档),牢固的手套,,物理装备,64003,64003,64003,5,1,7,,0,70,0,0,0,1,0,0,1700,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1053,1149,1237,,,,,,,3,,3968,16,,,,,4,13,-1,-1,53,309,,7005+7005+7005+7005+21005+21005+21005+45005,255+255+255,,3,9,777,723,840,649,11,787,731,850,657,-1,,,,,,,,1,,,,,,,,,,,10,6,,,,,,,,1
4205,黑蔷薇护腕 (6档),雕花的手套,,物理装备,64004,64004,64004,6,1,7,,0,84,0,0,0,1,0,0,3000,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1054,1150,1238,,,,,,,3,,3968,16,,,,,4,13,-1,-1,54,310,,7006+7006+7006+7006+21006+21006+21006+45006,255+255+255,,3,9,774,718,837,651,11,785,726,848,659,-1,,,,,,,,1,,,,,,,,,,,10,7,,,,,,,,1
4206,微笑刺客护手 (7档),皇室的手套,,物理装备,64004,64004,64004,7,1,7,,0,86,0,0,0,1,0,0,6000,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1055,1151,1239,,,,,,,3,,3968,16,,,,,4,13,-1,-1,55,311,,7007+7007+7007+7007+21007+21007+21007+45007,255+255+255,,3,9,774,718,837,651,11,785,726,848,659,-1,,,,,,,,1,,,,,,,,,,,10,8,,,,,,,,1
4207,鬼魅杀手护手 (8档),梦幻的手套,,物理装备,64004,64004,64004,8,1,7,,0,86,0,0,0,1,0,0,12000,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1056,1152,1240,,,,,,,3,,3968,16,,,,,4,13,-1,-1,56,312,,7008+7008+7008+7008+21008+21008+21008+45008,255+255+255,,3,9,774,718,837,651,11,785,726,848,659,-1,,,,,,,,1,,,,,,,,,,,10,8,,,,,,,,1
4400,刽子手护腿 (1档),精制的腿甲,,物理装备,65005,65005,65005,1,1,9,2004,0,2,0,0,0,1,0,0,108,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1057,1153,1241,,,,,,,3,,12800,16,1,,,,5,-1,-1,-1,57,313,,1001+16001+1001+2001+15001+16001+16001+16001,5+10+20,,2,-1,,,,,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,7+8+9+10+15+24,2,,,,,,,3,1
4401,钢铸腿甲 (2档),简陋的腿甲,,物理装备,65002,65002,65002,2,1,9,2004,0,13,0,0,0,1,0,0,120,500,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1058,1154,1242,,,,,,,3,,3456,16,2,,,,5,-1,-1,-1,58,314,,1002+16002+1002+2002+15002+16002+16002+16002,6+12+24,,3,-1,,,,,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,7+8+9+10+15+24,3,,,,,,,3,1
4402,守护腿甲 (3档),厚重的腿甲,,物理装备,65001,65001,65001,3,1,9,2004,0,28,0,0,0,1,0,0,500,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1059,1155,1243,,,,,,,3,,3968,16,3,,,,5,-1,-1,-1,59,315,,1003+16003+1003+2003+15003+16003+16003+16003,7+14+28,,3,-1,,,,,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,7+8+9+10+15+24,4,,,,,,,3,1
4403,野蛮护腿 (4档),魔力的腿甲,,物理装备,65004,65004,65004,4,1,9,2004,0,53,0,0,0,1,0,0,1000,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1060,1156,1244,,,,,,,3,,3968,16,4,,,,5,-1,-1,-1,60,316,,1004+16004+1004+2004+15004+16004+16004+16004,8+16+32,,3,-1,,,,,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,7+8+9+10+15+24,5,,,,,,,,1
4404,骑士护腿 (5档),牢固的腿甲,,物理装备,65003,65003,65003,5,1,9,,0,68,0,0,0,1,0,0,1700,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1061,1157,1245,,,,,,,3,,3968,16,,,,,5,-1,-1,-1,61,317,,1005+16005+1005+2005+15005+16005+16005+16005,255+255+255,,3,-1,,,,,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,7+8+9+10+15+24,6,,,,,,,,1
4405,黑蔷薇护腿 (6档),雕花的腿甲,,物理装备,65004,65004,65004,6,1,9,,0,82,0,0,0,1,0,0,3000,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1062,1158,1246,,,,,,,3,,3968,16,,,,,5,-1,-1,-1,62,318,,1006+16006+1006+2006+15006+16006+16006+16006,255+255+255,,3,-1,,,,,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,7+8+9+10+15+24,7,,,,,,,,1
4406,微笑刺客护腿 (7档),皇室的腿甲,,物理装备,65004,65004,65004,7,1,9,,0,86,0,0,0,1,0,0,6000,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1063,1159,1247,,,,,,,3,,3968,16,,,,,5,-1,-1,-1,63,319,,1007+16007+1007+2007+15007+16007+16007+16007,255+255+255,,3,-1,,,,,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,7+8+9+10+15+24,8,,,,,,,,1
4407,鬼魅杀手护腿 (8档),梦幻的腿甲,,物理装备,65004,65004,65004,8,1,9,,0,86,0,0,0,1,0,0,12000,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1064,1160,1248,,,,,,,3,,3968,16,,,,,5,-1,-1,-1,64,320,,1008+16008+1008+2008+15008+16008+16008+16008,255+255+255,,3,-1,,,,,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,7+8+9+10+15+24,8,,,,,,,,1
4500,刽子手战靴 (1档),精制的战靴,,物理装备,65505,65505,65505,1,1,14,2005,0,3,0,0,0,1,0,0,108,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1065,1161,1249,,,,,,,3,,12800,16,1,,,,12,-1,-1,-1,65,321,,1001+16001+1001+2001+16001+16001+16001+43001,5+10+20,,2,15,798,702,860,668,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,10+25,2,,,,,,,3,1
4501,钢铸之靴 (2档),简陋的战靴,,物理装备,65502,65502,65502,2,1,14,2005,0,14,0,0,0,1,0,0,120,500,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1066,1162,1250,,,,,,,3,,3456,16,2,,,,12,-1,-1,-1,66,322,,1002+16002+1002+2002+16002+16002+16002+43002,6+12+24,,3,15,87,278,373,468,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,10+25,3,,,,,,,3,1
4502,守护之靴 (3档),厚重的战靴,,物理装备,65501,65501,65501,3,1,14,2005,0,29,0,0,0,1,0,0,500,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1067,1163,1251,,,,,,,3,,3968,16,3,,,,12,-1,-1,-1,67,323,,1003+16003+1003+2003+16003+16003+16003+43003,7+14+28,,3,15,89,279,375,469,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,10+25,4,,,,,,,3,1
4503,野蛮战靴 (4档),魔力的战靴,,物理装备,65504,65504,65504,4,1,14,2005,0,54,0,0,0,1,0,0,1000,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1068,1164,1252,,,,,,,3,,3968,16,4,,,,12,-1,-1,-1,68,324,,1004+16004+1004+2004+16004+16004+16004+43004,8+16+32,,3,15,797,699,859,667,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,10+25,5,,,,,,,,1
4504,骑士战靴 (5档),牢固的战靴,,物理装备,65503,65503,65503,5,1,14,,0,69,0,0,0,1,0,0,1700,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1069,1165,1253,,,,,,,3,,3968,16,,,,,12,-1,-1,-1,69,325,,1005+16005+1005+2005+16005+16005+16005+43005,255+255+255,,3,15,800,696,862,666,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,10+25,6,,,,,,,,1
4505,黑蔷薇战靴 (6档),雕花的战靴,,物理装备,65504,65504,65504,6,1,14,,0,83,0,0,0,1,0,0,3000,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1070,1166,1254,,,,,,,3,,3968,16,,,,,12,-1,-1,-1,70,326,,1006+16006+1006+2006+16006+16006+16006+43006,255+255+255,,3,15,798,702,860,668,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,10+25,7,,,,,,,,1
4506,微笑刺客战靴 (7档),皇室的战靴,,物理装备,65504,65504,65504,7,1,14,,0,86,0,0,0,1,0,0,6000,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1071,1167,1255,,,,,,,3,,3968,16,,,,,12,-1,-1,-1,71,327,,1007+16007+1007+2007+16007+16007+16007+43007,255+255+255,,3,15,798,702,860,668,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,10+25,8,,,,,,,,1
4507,鬼魅杀手战靴 (8档),梦幻的战靴,,物理装备,65504,65504,65504,8,1,14,,0,86,0,0,0,1,0,0,12000,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1072,1168,1256,,,,,,,3,,3968,16,,,,,12,-1,-1,-1,72,328,,1008+16008+1008+2008+16008+16008+16008+43008,255+255+255,,3,15,798,702,860,668,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,10+25,8,,,,,,,,1
2000,平民双手剑 (1档),平民使用的基础长剑,,物理装备,61001,61001,61001,1,1,13,1002,0,1,0,0,0,1,0,0,108,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1073,1169,,,,,,,,3,,12800,10,,800,1,,6,-1,-1,-1,73,329,,7001+7001+7001+7001+7001+7001+7001+16001,5+10+20,,2,13,1331,1353,1510,1514,17,1334,1345,,,-1,,,,,,,,1,,,,,,,,,,,1+2+3+4+12+20,2,,,,,,,3,2
2001,夺目钥匙 (2档),平民使用的特殊武器,,物理装备,61002,61002,61002,2,1,13,1002,0,16,0,0,0,1,0,0,120,500,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1074,1170,,,,,,,,3,,3456,10,,800,1,,6,-1,-1,-1,74,330,,7002+7002+7002+7002+7002+7002+7002+16002,6+12+24,,3,13,1332,1409,1509,1513,17,1335,1346,,,-1,,,,,,,,1,,,,,,,,,,,1+2+3+4+12+20,3,,,,,,,3,2
2002,阔刃双手剑 (3档),士兵使用的基础长剑,,物理装备,61003,61003,61003,3,1,13,1002,0,31,0,0,0,1,0,0,500,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1075,1171,,,,,,,,3,,3968,10,,800,1,,6,-1,-1,-1,75,331,,7003+7003+7003+7003+7003+7003+11003+25003,7+14+28,,3,13,74,276,365,466,17,1243,1165,,,-1,,,,,,,,1,,,,,,,,,,,1+2+3+4+12+20,4,0+0+0+0+0+0+0+0+150006,,,,,,3,2
2003,咆哮重剑 (4档),士兵使用的威力巨剑,,物理装备,61004,61004,61004,4,1,13,1002,0,56,0,0,0,1,0,0,1000,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1076,1172,,,,,,,,3,,3968,10,,800,1,,6,-1,-1,-1,76,332,,7004+7004+7004+7004+7004+7004+11004+25004,8+16+32,,3,13,77,275,362,465,17,1245,1164,,,-1,,,,,,,,1,,,,,,,,,,,1+2+3+4+12+20,5,0+0+0+0+188010+188010+188010+188026+150007,,,,,,,2
2004,嗜血战斧 (5档),暴徒使用的常见战斧,,物理装备,61005,61005,61005,5,1,13,,0,71,0,0,0,1,0,0,1700,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1077,1173,,,,,,,,3,,3968,11,,800,1,,6,-1,-1,-1,77,333,,7005+7005+7005+7005+7005+7005+11005+25005,255+255+255,,3,13,75,273,364,463,17,1246,1162,,,-1,,,,,,,,1,,,,,,,,,,,1+2+3+4+12+20,6,0+0+0+0+188011+188011+188011+188027+150008,,,,,,,2
2005,屠戮战斧 (6档),暴徒使用的高级战斧,,物理装备,61006,61006,61006,6,1,13,,0,85,0,0,0,1,0,0,3000,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1078,1174,,,,,,,,3,,3968,11,,800,1,,6,-1,-1,-1,78,334,,7006+7006+7006+7006+7006+7006+11006+25006,255+255+255,,3,13,76,274,363,464,17,1805,1163,,,-1,,,,,,,,1,,,,,,,,,,,1+2+3+4+12+20,7,0+0+0+0+188012+188012+188012+188028+150009,,,,,,,2
2006,英勇战斧 (7档),勇者使用的常见战斧,,物理装备,61007,61007,61007,7,1,13,,0,86,0,0,0,1,0,0,6000,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1079,1175,,,,,,,,3,,3968,11,,800,1,,6,-1,-1,-1,79,335,,7007+7007+7007+7007+7007+7007+11007+25007,255+255+255,,3,13,958,896,923,1216,17,1244,1174,,,-1,,,,,,,,1,,,,,,,,,,,1+2+3+4+12+20,8,0+0+0+0+188013+188013+188013+188029+150010,,,,,,,2
2007,雷霆战斧 (8档),勇者使用的高级战斧,,物理装备,61007,61007,61007,8,1,13,,0,86,0,0,0,1,0,0,12000,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1080,1176,,,,,,,,3,,3968,11,,800,1,,6,-1,-1,-1,80,336,,7008+7008+7008+7008+7008+7008+11008+25008,255+255+255,,3,13,1330,1352,1351,1512,17,1333,1344,,,-1,,,,,,,,1,,,,,,,,,,,1+2+3+4+12+20,8,0+0+0+0+188014+188014+188014+188030+150011,,,,,,,2
3000,复仇短剑 (1档),平民使用的简易短剑,,物理装备,62001,62001,62001,1,1,11,1001,0,1,0,0,0,1,0,0,108,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1081,1177,,,,,,,,0,,12800,9,,1000,0,,6,-1,-1,-1,81,337,,7001+7001+7001+7001+7001+7001+7001+7001,5+10+20,,2,12,964,910,941,1195,17,1235,1175,,,-1,,,,,,,,1,,,,,,,,,,,1+2+3+4+12+20,2,,,,,,,3,2
3001,树妖扫帚 (2档),平民使用的高级短剑,,物理装备,62002,62002,62002,2,1,11,1001,0,16,0,0,0,1,0,0,120,500,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1082,1178,,,,,,,,0,,3456,9,,1000,0,,6,-1,-1,-1,82,338,,7002+7002+7002+7002+7002+7002+7002+7002,6+12+24,,3,12,967,906,946,1200,17,1237,1181,,,-1,,,,,,,,1,,,,,,,,,,,1+2+3+4+12+20,3,,,,,,,3,2
3002,夜行短剑 (3档),杀手使用的简易短剑,,物理装备,62003,62003,62003,3,1,11,1001,0,31,0,0,0,1,0,0,500,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1083,1179,,,,,,,,3,,3968,9,,1000,0,,6,-1,-1,-1,83,339,,7003+7003+7003+7003+7003+7003+7003+11003,7+14+28,,3,12,966,909,943,1197,17,1241,1184,,,-1,,,,,,,,1,,,,,,,,,,,1+2+3+4+12+20,4,0+0+0+0+0+0+0+0+150004,,,,,,3,2
3003,骑士之剑 (4档),杀手使用的高级短剑,,物理装备,62004,62004,62004,4,1,11,1001,0,56,0,0,0,1,0,0,1000,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1084,1180,,,,,,,,3,,3968,9,,1000,0,,6,-1,-1,-1,84,340,,7004+7004+7004+7004+7004+7004+7004+11004,8+16+32,,3,12,969,904,944,1202,17,1239,1179,,,-1,,,,,,,,1,,,,,,,,,,,1+2+3+4+12+20,5,0+0+0+0+188009+188009+188009+188025+150005,,,,,,,2
3004,决斗之剑 (5档),斗士使用的简易短剑,,物理装备,62004,62004,62004,5,1,11,,0,71,0,0,0,1,0,0,1700,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1085,1181,,,,,,,,0,,3968,9,,1000,0,,6,-1,-1,-1,85,341,,7005+7005+7005+7005+7005+7005+7005+11005,255+255+255,,3,12,969,904,944,1202,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,1+2+3+4+12+20,6,,,,,,,,2
3005,狂热之剑 (6档),斗士使用的高级短剑,,物理装备,62004,62004,62004,6,1,11,,0,85,0,0,0,1,0,0,3000,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1086,1182,,,,,,,,0,,3968,9,,1000,0,,6,-1,-1,-1,86,342,,7006+7006+7006+7006+7006+7006+7006+11006,255+255+255,,3,12,969,904,944,1202,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,1+2+3+4+12+20,7,,,,,,,,2
3006,混乱之刃 (7档),皇族使用的简易短剑,,物理装备,62004,62004,62004,7,1,11,,0,86,0,0,0,1,0,0,6000,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1087,1183,,,,,,,,0,,3968,9,,1000,0,,6,-1,-1,-1,87,343,,7007+7007+7007+7007+7007+7007+7007+11007,255+255+255,,3,12,969,904,944,1202,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,1+2+3+4+12+20,8,,,,,,,,2
3007,搏杀之刃 (8档),皇族使用的高级短剑,,物理装备,62004,62004,62004,8,1,11,,0,86,0,0,0,1,0,0,12000,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1088,1184,,,,,,,,0,,3968,9,,1000,0,,6,-1,-1,-1,88,344,,7008+7008+7008+7008+7008+7008+7008+11008,255+255+255,,3,12,969,904,944,1202,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,1+2+3+4+12+20,8,,,,,,,,2
3900,石化之盾 (1档),勇士使用的魔法盾牌,,物理装备,67504,67504,67504,1,1,12,2006,0,1,0,0,0,1,0,0,108,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1089,1185,,,,,,,,0,,12800,16,,,,,11,-1,-1,-1,89,345,,15001+42001+15001+21001+21001+21001+41001+42001,5+10+20,,2,10,983,917,933,1191,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,7+10+17+18+19,2,,,,,,,3,2
3901,猫人之盾 (2档),勇士使用的精制盾牌,,物理装备,67502,67502,67502,2,1,12,2006,0,16,0,0,0,1,0,0,120,500,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1090,1186,,,,,,,,0,,3456,16,,,,,11,-1,-1,-1,90,346,,15002+42002+15002+21002+21002+21002+41002+42002,6+12+24,,3,10,56,252,342,442,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,7+10+17+18+19,3,,,,,,,3,2
3902,十字钢盾 (3档),士兵使用的基础盾牌,,物理装备,67501,67501,67501,3,1,12,2006,0,31,0,0,0,1,0,0,500,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1091,1187,,,,,,,,3,,3968,16,,,,,11,-1,-1,-1,91,347,,15003+42003+15003+21003+21003+21003+41003+42003,7+14+28,,3,10,55,253,341,443,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,7+10+17+18+19,4,,,,,,,3,2
3903,守卫之盾 (4档),士兵使用的精制盾牌,,物理装备,67505,67505,67505,4,1,12,2006,0,56,0,0,0,1,0,0,1000,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1092,1188,,,,,,,,3,,3968,16,,,,,11,-1,-1,-1,92,348,,15004+42004+15004+21004+21004+21004+41004+42004,8+16+32,,3,10,984,919,931,1193,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,7+10+17+18+19,5,,,,,,,,2
3904,荣誉之盾 (5档),勇士使用的基础盾牌,,物理装备,67503,67503,67503,5,1,12,,0,71,0,0,0,1,0,0,1700,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1093,1189,,,,,,,,0,,3968,16,,,,,11,-1,-1,-1,93,349,,15005+42005+15005+21005+21005+21005+41005+42005,255+255+255,,3,10,985,918,932,1192,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,7+10+17+18+19,6,,,,,,,,2
3905,钟情之盾 (6档),骑士使用的基础盾牌,,物理装备,67504,67504,67504,6,1,12,,0,85,0,0,0,1,0,0,3000,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1094,1190,,,,,,,,0,,3968,16,,,,,11,-1,-1,-1,94,350,,15006+42006+15006+21006+21006+21006+41006+42006,255+255+255,,3,10,984,919,931,1193,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,7+10+17+18+19,7,,,,,,,,2
3906,信仰之盾 (7档),骑士使用的精制盾牌,,物理装备,67504,67504,67504,7,1,12,,0,86,0,0,0,1,0,0,6000,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1095,1191,,,,,,,,0,,3968,16,,,,,11,-1,-1,-1,95,351,,15007+42007+15007+21007+21007+21007+41007+42007,255+255+255,,3,10,984,919,931,1193,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,7+10+17+18+19,8,,,,,,,,2
3907,顽固之盾 (8档),贵族使用的基础盾牌,,物理装备,67504,67504,67504,8,1,12,,0,86,0,0,0,1,0,0,12000,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,1,6,,,,,0,1096,1192,,,,,,,,0,,3968,16,,,,,11,-1,-1,-1,96,352,,15008+42008+15008+21008+21008+21008+41008+42008,255+255+255,,3,10,984,919,931,1193,-1,,,,,-1,,,,,,,,1,,,,,,,,,,,7+10+17+18+19,8,,,,,,,,2
5000,潜伏行者之帽 (1档),绚丽的帽子,,火药装备,63015,63015,63015,1,1,1,2000,0,4,0,0,0,1,0,0,108,,0,,1,,1,0,-1,1,0,-1,,,,,,,,,,2,6,,,,,0,1257,1337,1417,,,,,,,3,,12800,15,11,,,,17,-1,-1,-1,97,353,,8001+8001+8001+8001+8001+8001+8001+8001,5+10+20,,2,0,739,686,803,612,-1,,,,,-1,,,,,,1,1,1,,,,,,,,,,,1+2+3,2,,,,,,,3,1
